# Isochrone from from BaSTI-IAC database
# Scaled solar models & transformations  -  Johnson-Cousins
#========================================================================================================================================================================================================
#========================================================================================================================================================================================================
#  Np = 2100   [M/H] = 0.150   Z = 0.0208100   Y = 0.27419542   Age (Myr) = 120.000
#========================================================================================================================================================================================================
#    M/Mo(ini)     M/Mo(fin)    log(L/Lo)  logTe        U       BX        B        V        R        I        J        H        K       L'        L        M
#========================================================================================================================================================================================================
   0.3292425092   0.3292425092  -1.85669  3.53142   13.6060  12.6000  12.6247  11.3367  10.2590   8.8881   7.5852   6.9496   6.7038   6.6093   6.3669   6.4422
   0.3445253431   0.3445253431  -1.82254  3.53382   13.4962  12.4874  12.5123  11.2216  10.1533   8.7949   7.5035   6.8652   6.6235   6.5368   6.2918   6.3773
   0.3598081770   0.3598081770  -1.78745  3.53633   13.3860  12.3722  12.3974  11.1031  10.0440   8.7003   7.4205   6.7792   6.5414   6.4609   6.2153   6.3102
   0.3750910110   0.3750910110  -1.75166  3.53889   13.2756  12.2553  12.2809  10.9825   9.9323   8.6049   7.3363   6.6918   6.4580   6.3819   6.1376   6.2407
   0.3903738449   0.3903738449  -1.71688  3.54140   13.1688  12.1411  12.1670  10.8646   9.8228   8.5127   7.2549   6.6073   6.3773   6.3038   6.0628   6.1722
   0.4056566789   0.4056566789  -1.68106  3.54410   13.0571  12.0211  12.0473  10.7411   9.7083   8.4180   7.1716   6.5204   6.2947   6.2226   5.9867   6.1011
   0.4209395128   0.4209395128  -1.64296  3.54716   12.9339  11.8888  11.9154  10.6063   9.5836   8.3170   7.0834   6.4281   6.2077   6.1353   5.9074   6.0249
   0.4362223468   0.4362223468  -1.60548  3.55018   12.8103  11.7563  11.7833  10.4724   9.4597   8.2175   6.9968   6.3374   6.1222   6.0484   5.8300   5.9488
   0.4515051807   0.4515051807  -1.56806  3.55326   12.6850  11.6218  11.6491  10.3368   9.3343   8.1180   6.9110   6.2471   6.0372   5.9612   5.7534   5.8724
   0.4667880146   0.4667880146  -1.52523  3.55724   12.5368  11.4611  11.4888  10.1742   9.1852   8.0029   6.8152   6.1451   5.9411   5.8621   5.6685   5.7876
   0.4820708486   0.4820708486  -1.48288  3.56122   12.3914  11.3020  11.3302  10.0121   9.0368   7.8888   6.7221   6.0452   5.8462   5.7648   5.5847   5.7051
   0.4973536825   0.4973536825  -1.44113  3.56518   12.2491  11.1455  11.1743   9.8522   8.8906   7.7765   6.6313   5.9472   5.7526   5.6695   5.5024   5.6248
   0.5126365165   0.5126365165  -1.39450  3.57036   12.0837  10.9618  10.9912   9.6646   8.7202   7.6500   6.5324   5.8398   5.6510   5.5662   5.4152   5.5407
   0.5279193504   0.5279193504  -1.34833  3.57559   11.9192  10.7802  10.8102   9.4812   8.5535   7.5259   6.4338   5.7340   5.5513   5.4657   5.3303   5.4587
   0.5432021844   0.5432021844  -1.30372  3.58064   11.7606  10.6071  10.6376   9.3088   8.3961   7.4075   6.3377   5.6318   5.4558   5.3705   5.2489   5.3803
   0.5584850183   0.5584850183  -1.26100  3.58578   11.6057  10.4393  10.4702   9.1438   8.2455   7.2950   6.2464   5.5345   5.3663   5.2822   5.1734   5.3081
   0.5737678523   0.5737678523  -1.22163  3.59064   11.4626  10.2831  10.3144   8.9900   8.1052   7.1912   6.1628   5.4447   5.2843   5.2018   5.1050   5.2431
   0.5890506862   0.5890506862  -1.18534  3.59498   11.3334  10.1397  10.1715   8.8474   7.9748   7.0954   6.0857   5.3613   5.2080   5.1266   5.0413   5.1828
   0.6043335201   0.6043335201  -1.15279  3.59887   11.2156  10.0102  10.0425   8.7191   7.8578   7.0092   6.0166   5.2871   5.1400   5.0596   4.9845   5.1287
   0.6196163541   0.6196163541  -1.12353  3.60247   11.1042   9.8925   9.9250   8.6052   7.7545   6.9320   5.9541   5.2223   5.0805   5.0013   4.9343   5.0805
   0.6348991880   0.6348991880  -1.09184  3.60621   10.9792   9.7669   9.7996   8.4878   7.6486   6.8494   5.8852   5.1537   5.0170   4.9398   4.8792   5.0271
   0.6501820220   0.6501820074  -1.05653  3.61035   10.8360   9.6272   9.6599   8.3599   7.5337   6.7580   5.8076   5.0785   4.9473   4.8727   4.8179   4.9674
   0.6654648559   0.6654633094  -0.98308  3.62128   10.5069   9.3040   9.3370   8.0663   7.2748   6.5649   5.6534   4.9298   4.8134   4.7450   4.7069   4.8607
   0.6807476899   0.6807446151  -0.96149  3.62557   10.3894   9.1943   9.2273   7.9688   7.1911   6.5061   5.6111   4.8922   4.7809   4.7142   4.6820   4.8363
   0.6960305238   0.6960257088  -0.92203  3.63204   10.1847   9.0120   9.0449   7.8087   7.0531   6.4007   5.5298   4.8211   4.7168   4.6528   4.6276   4.7814
   0.7113133577   0.7113079069  -0.87905  3.63867    9.9550   8.8193   8.8520   7.6426   6.9109   6.2863   5.4398   4.7467   4.6482   4.5866   4.5662   4.7174
   0.7265961917   0.7265905542  -0.83725  3.64495    9.7281   8.6317   8.6642   7.4818   6.7736   6.1747   5.3519   4.6750   4.5818   4.5223   4.5061   4.6542
   0.7418790256   0.7418731702  -0.79632  3.65110    9.5052   8.4467   8.4789   7.3229   6.6380   6.0652   5.2661   4.6050   4.5172   4.4598   4.4479   4.5931
   0.7571618596   0.7571557267  -0.75565  3.65742    9.2797   8.2693   8.3010   7.1719   6.5101   5.9575   5.1820   4.5398   4.4563   4.4006   4.3910   4.5317
   0.7724446935   0.7724382583  -0.71514  3.66394    9.0492   8.0956   8.1267   7.0257   6.3875   5.8510   5.0991   4.4788   4.3987   4.3445   4.3357   4.4706
   0.7877275275   0.7877208107  -0.67547  3.67033    8.8209   7.9223   7.9527   6.8797   6.2651   5.7461   5.0182   4.4191   4.3427   4.2901   4.2826   4.4120
   0.8030103614   0.8030034707  -0.63657  3.67655    8.6015   7.7561   7.7859   6.7393   6.1470   5.6444   4.9393   4.3608   4.2878   4.2366   4.2303   4.3544
   0.8182931954   0.8182864899  -0.59833  3.68247    8.3957   7.6009   7.6301   6.6075   6.0349   5.5461   4.8620   4.3026   4.2326   4.1828   4.1772   4.2961
   0.8335760293   0.8335695011  -0.56080  3.68828    8.1979   7.4522   7.4809   6.4810   5.9268   5.4506   4.7867   4.2456   4.1784   4.1302   4.1251   4.2389
   0.8488588632   0.8488525037  -0.52395  3.69399    8.0004   7.3043   7.3323   6.3551   5.8198   5.3564   4.7128   4.1904   4.1260   4.0792   4.0747   4.1834
   0.8641416972   0.8641354965  -0.48774  3.69961    7.8087   7.1609   7.1882   6.2335   5.7158   5.2646   4.6408   4.1363   4.0745   4.0292   4.0252   4.1290
   0.8794245311   0.8794183872  -0.45224  3.70514    7.6303   7.0277   7.0543   6.1211   5.6181   5.1771   4.5713   4.0829   4.0234   3.9797   3.9761   4.0752
   0.8947073651   0.8947012746  -0.41731  3.71059    7.4550   6.8972   6.9230   6.0112   5.5222   5.0912   4.5033   4.0306   3.9734   3.9314   3.9281   4.0226
   0.9099901990   0.9099838680  -0.38272  3.71564    7.2847   6.7691   6.7943   5.9026   5.4272   5.0059   4.4350   3.9772   3.9222   3.8817   3.8786   3.9688
   0.9252730330   0.9252662978  -0.34856  3.72045    7.1219   6.6457   6.6702   5.7981   5.3349   4.9225   4.3673   3.9232   3.8702   3.8313   3.8284   3.9144
   0.9405558669   0.9405487160  -0.31492  3.72519    6.9650   6.5263   6.5501   5.6975   5.2457   4.8414   4.3011   3.8700   3.8189   3.7815   3.7788   3.8607
   0.9558387008   0.9558311222  -0.28179  3.72987    6.8127   6.4097   6.4329   5.6001   5.1587   4.7623   4.2364   3.8177   3.7683   3.7325   3.7300   3.8079
   0.9711215348   0.9711135161  -0.24914  3.73449    6.6606   6.2941   6.3167   5.5035   5.0727   4.6843   4.1729   3.7665   3.7190   3.6847   3.6825   3.7562
   0.9864043687   0.9863958826  -0.21697  3.73905    6.5103   6.1799   6.2018   5.4083   4.9880   4.6074   4.1105   3.7164   3.6708   3.6380   3.6360   3.7056
   1.0016872027   1.0016781531  -0.18521  3.74349    6.3697   6.0705   6.0917   5.3172   4.9065   4.5331   4.0494   3.6663   3.6222   3.5909   3.5891   3.6548
   1.0169700366   1.0169603227  -0.15340  3.74744    6.2396   5.9658   5.9864   5.2289   4.8263   4.4592   3.9866   3.6128   3.5700   3.5399   3.5382   3.6004
   1.0322528706   1.0322424777  -0.12205  3.75134    6.1099   5.8619   5.8819   5.1415   4.7470   4.3861   3.9247   3.5603   3.5189   3.4901   3.4884   3.5472
   1.0475357045   1.0475246177  -0.09116  3.75519    5.9813   5.7591   5.7784   5.0552   4.6687   4.3141   3.8639   3.5090   3.4688   3.4413   3.4397   3.4950
   1.0628185385   1.0628067422  -0.06070  3.75898    5.8567   5.6584   5.6772   4.9706   4.5920   4.2436   3.8041   3.4583   3.4195   3.3931   3.3916   3.4436
   1.0781013724   1.0780888509  -0.03068  3.76271    5.7370   5.5602   5.5785   4.8880   4.5171   4.1746   3.7456   3.4084   3.3709   3.3455   3.3441   3.3928
   1.0933842063   1.0933708943  -0.00107  3.76640    5.6217   5.4643   5.4820   4.8073   4.4437   4.1071   3.6881   3.3592   3.3229   3.2984   3.2970   3.3427
   1.1086670403   1.1086526975   0.02845  3.76988    5.5096   5.3700   5.3872   4.7275   4.3707   4.0397   3.6301   3.3089   3.2737   3.2502   3.2488   3.2915
   1.1239498742   1.1239343907   0.05781  3.77320    5.3983   5.2763   5.2931   4.6480   4.2979   3.9723   3.5717   3.2582   3.2241   3.2015   3.2001   3.2399
   1.1392327082   1.1392160681   0.08678  3.77647    5.2887   5.1839   5.2002   4.5696   4.2261   3.9059   3.5143   3.2084   3.1753   3.1536   3.1522   3.1892
   1.1545155421   1.1544977300   0.11536  3.77970    5.1847   5.0941   5.1100   4.4930   4.1559   3.8409   3.4578   3.1590   3.1269   3.1059   3.1046   3.1390
   1.1697983761   1.1697793767   0.14357  3.78289    5.0862   5.0069   5.0223   4.4183   4.0873   3.7774   3.4023   3.1102   3.0791   3.0586   3.0573   3.0895
   1.1850812100   1.1850610086   0.17142  3.78603    4.9896   4.9209   4.9359   4.3448   4.0197   3.7148   3.3476   3.0620   3.0319   3.0119   3.0107   3.0407
   1.2003640439   1.2003426217   0.19891  3.78914    4.8929   4.8354   4.8500   4.2719   3.9528   3.6528   3.2937   3.0148   2.9855   2.9662   2.9650   2.9928
   1.2156468779   1.2156240394   0.22605  3.79220    4.7976   4.7509   4.7651   4.1999   3.8867   3.5917   3.2406   2.9683   2.9398   2.9211   2.9200   2.9456
   1.2309297118   1.2309054357   0.25285  3.79522    4.7052   4.6680   4.6818   4.1291   3.8217   3.5317   3.1882   2.9224   2.8947   2.8766   2.8754   2.8991
   1.2462125458   1.2461868107   0.27930  3.79820    4.6158   4.5868   4.6002   4.0595   3.7578   3.4727   3.1366   2.8771   2.8503   2.8326   2.8313   2.8533
   1.2614953797   1.2614681643   0.30542  3.80115    4.5295   4.5072   4.5202   3.9911   3.6950   3.4147   3.0858   2.8323   2.8062   2.7890   2.7877   2.8081
   1.2767782137   1.2767494728   0.33123  3.80405    4.4453   4.4287   4.4414   3.9236   3.6331   3.3575   3.0357   2.7881   2.7627   2.7459   2.7446   2.7636
   1.2920610476   1.2920306357   0.35673  3.80692    4.3614   4.3508   4.3632   3.8569   3.5718   3.3010   2.9863   2.7446   2.7199   2.7035   2.7023   2.7197
   1.3073438816   1.3073116203   0.38168  3.80985    4.2778   4.2738   4.2858   3.7913   3.5120   3.2460   2.9386   2.7031   2.6791   2.6632   2.6619   2.6777
   1.3226267155   1.3225924818   0.40607  3.81285    4.1968   4.1984   4.2101   3.7273   3.4537   3.1928   2.8928   2.6634   2.6402   2.6247   2.6234   2.6378
   1.3379095494   1.3378733446   0.43017  3.81580    4.1204   4.1251   4.1365   3.6646   3.3965   3.1406   2.8475   2.6241   2.6015   2.5863   2.5849   2.5984
   1.3531923834   1.3531542084   0.45401  3.81873    4.0468   4.0532   4.0643   3.6028   3.3402   3.0892   2.8029   2.5852   2.5631   2.5482   2.5469   2.5596
   1.3684752173   1.3684350200   0.47758  3.82162    3.9734   3.9818   3.9926   3.5417   3.2845   3.0384   2.7588   2.5469   2.5253   2.5108   2.5094   2.5214
   1.3837580513   1.3837157009   0.50090  3.82448    3.9003   3.9109   3.9214   3.4810   3.2293   2.9881   2.7153   2.5091   2.4882   2.4740   2.4726   2.4837
   1.3990408852   1.3989963290   0.52397  3.82731    3.8286   3.8410   3.8512   3.4211   3.1748   2.9385   2.6724   2.4719   2.4515   2.4376   2.4361   2.4465
   1.4143237192   1.4142767710   0.54585  3.83050    3.7596   3.7731   3.7831   3.3641   3.1239   2.8931   2.6343   2.4401   2.4203   2.4067   2.4052   2.4149
   1.4296065531   1.4295571466   0.56744  3.83367    3.6932   3.7067   3.7165   3.3081   3.0739   2.8486   2.5970   2.4089   2.3897   2.3764   2.3749   2.3841
   1.4448893870   1.4448374647   0.58878  3.83680    3.6285   3.6414   3.6509   3.2528   3.0245   2.8048   2.5602   2.3782   2.3595   2.3464   2.3449   2.3538
   1.4601722210   1.4601176177   0.60991  3.83990    3.5642   3.5766   3.5858   3.1980   2.9757   2.7614   2.5239   2.3479   2.3297   2.3170   2.3154   2.3240
   1.4754550549   1.4753976807   0.63082  3.84297    3.5002   3.5121   3.5212   3.1437   2.9273   2.7185   2.4881   2.3181   2.3005   2.2881   2.2865   2.2947
   1.4907378889   1.4906777110   0.65152  3.84601    3.4384   3.4490   3.4579   3.0902   2.8797   2.6763   2.4526   2.2885   2.2714   2.2592   2.2576   2.2656
   1.5060207228   1.5059578669   0.67173  3.84937    3.3795   3.3873   3.3958   3.0381   2.8340   2.6367   2.4202   2.2623   2.2457   2.2337   2.2321   2.2400
   1.5213035568   1.5212382423   0.69129  3.85323    3.3209   3.3257   3.3339   2.9876   2.7908   2.6005   2.3923   2.2416   2.2254   2.2137   2.2122   2.2199
   1.5365863907   1.5365183603   0.71069  3.85705    3.2622   3.2644   3.2723   2.9375   2.7479   2.5647   2.3648   2.2213   2.2056   2.1942   2.1927   2.2003
   1.5518692246   1.5517984334   0.72987  3.86084    3.2052   3.2042   3.2118   2.8880   2.7058   2.5294   2.3377   2.2013   2.1861   2.1749   2.1734   2.1809
   1.5671520586   1.5670784661   0.74885  3.86458    3.1502   3.1453   3.1528   2.8394   2.6644   2.4948   2.3110   2.1813   2.1666   2.1556   2.1541   2.1617
   1.5824348925   1.5823583295   0.76768  3.86829    3.0963   3.0873   3.0946   2.7914   2.6234   2.4608   2.2847   2.1616   2.1473   2.1364   2.1350   2.1426
   1.5977177265   1.5976381126   0.78630  3.87195    3.0426   3.0296   3.0367   2.7437   2.5828   2.4272   2.2588   2.1424   2.1285   2.1178   2.1164   2.1241
   1.6130005604   1.6129180768   0.80424  3.87573    2.9909   2.9739   2.9806   2.6980   2.5445   2.3959   2.2354   2.1257   2.1123   2.1018   2.1003   2.1081
   1.6282833944   1.6281979913   0.82193  3.87950    2.9414   2.9200   2.9265   2.6537   2.5074   2.3657   2.2126   2.1093   2.0962   2.0859   2.0845   2.0924
   1.6435662283   1.6434777895   0.83947  3.88323    2.8925   2.8665   2.8730   2.6097   2.4706   2.3360   2.1902   2.0932   2.0804   2.0703   2.0689   2.0770
   1.6588490623   1.6587575513   0.85684  3.88692    2.8438   2.8134   2.8198   2.5662   2.4342   2.3066   2.1682   2.0774   2.0651   2.0551   2.0538   2.0620
   1.6741318962   1.6740372772   0.87404  3.89056    2.7961   2.7614   2.7675   2.5236   2.3985   2.2778   2.1465   2.0616   2.0497   2.0399   2.0387   2.0470
   1.6894147301   1.6893167700   0.89110  3.89417    2.7492   2.7103   2.7162   2.4818   2.3638   2.2497   2.1252   2.0459   2.0343   2.0247   2.0234   2.0320
   1.7046975641   1.7045962578   0.90787  3.89766    2.7035   2.6603   2.6661   2.4409   2.3297   2.2220   2.1041   2.0303   2.0189   2.0094   2.0082   2.0169
   1.7199803980   1.7198758778   0.92422  3.90097    2.6588   2.6116   2.6172   2.4008   2.2960   2.1946   2.0831   2.0144   2.0035   1.9940   1.9929   2.0017
   1.7352632320   1.7351553915   0.94043  3.90424    2.6148   2.5638   2.5692   2.3619   2.2633   2.1679   2.0624   1.9986   1.9880   1.9786   1.9775   1.9865
   1.7505460659   1.7504348053   0.95651  3.90748    2.5717   2.5171   2.5223   2.3244   2.2321   2.1422   2.0422   1.9827   1.9722   1.9630   1.9619   1.9710
   1.7658288999   1.7657141964   0.97245  3.91068    2.5290   2.4707   2.4757   2.2873   2.2011   2.1167   2.0223   1.9670   1.9568   1.9477   1.9467   1.9559
   1.7811117338   1.7809935026   0.98827  3.91386    2.4864   2.4247   2.4295   2.2504   2.1703   2.0914   2.0026   1.9516   1.9417   1.9326   1.9317   1.9410
   1.7963945677   1.7962726549   1.00400  3.91701    2.4442   2.3795   2.3842   2.2144   2.1402   2.0666   1.9832   1.9362   1.9266   1.9175   1.9166   1.9260
   1.8116774017   1.8115517172   1.01939  3.92000    2.4031   2.3364   2.3410   2.1798   2.1111   2.0422   1.9636   1.9202   1.9109   1.9019   1.9009   1.9105
   1.8269602356   1.8268306021   1.03455  3.92289    2.3627   2.2945   2.2989   2.1462   2.0825   2.0182   1.9441   1.9040   1.8949   1.8859   1.8851   1.8947
   1.8422430696   1.8421094566   1.04958  3.92573    2.3227   2.2525   2.2567   2.1127   2.0541   1.9944   1.9249   1.8881   1.8792   1.8703   1.8695   1.8792
   1.8575259035   1.8573884429   1.06450  3.92855    2.2829   2.2110   2.2151   2.0796   2.0261   1.9708   1.9058   1.8724   1.8637   1.8548   1.8541   1.8638
   1.8728087375   1.8726672985   1.07930  3.93133    2.2432   2.1716   2.1756   2.0478   1.9987   1.9473   1.8867   1.8561   1.8477   1.8389   1.8382   1.8480
   1.8880915714   1.8879460915   1.09398  3.93408    2.2036   2.1339   2.1378   2.0170   1.9720   1.9242   1.8677   1.8396   1.8316   1.8229   1.8222   1.8321
   1.9033744054   1.9032244569   1.10852  3.93677    2.1644   2.0963   2.1000   1.9863   1.9454   1.9013   1.8489   1.8234   1.8157   1.8071   1.8064   1.8164
   1.9186572393   1.9185018634   1.12283  3.93936    2.1259   2.0592   2.0627   1.9559   1.9191   1.8784   1.8300   1.8070   1.7997   1.7911   1.7905   1.8004
   1.9339400732   1.9337792677   1.13703  3.94191    2.0877   2.0231   2.0265   1.9262   1.8930   1.8558   1.8111   1.7905   1.7836   1.7750   1.7745   1.7845
   1.9492229072   1.9490563172   1.15113  3.94442    2.0496   1.9881   1.9914   1.8973   1.8674   1.8332   1.7922   1.7738   1.7673   1.7589   1.7583   1.7684
   1.9645057411   1.9643333184   1.16512  3.94691    2.0117   1.9542   1.9573   1.8690   1.8422   1.8109   1.7735   1.7572   1.7511   1.7427   1.7422   1.7523
   1.9797885751   1.9796102488   1.17902  3.94937    1.9739   1.9206   1.9235   1.8408   1.8171   1.7888   1.7549   1.7406   1.7349   1.7267   1.7262   1.7363
   1.9950714090   1.9948871792   1.19281  3.95180    1.9363   1.8869   1.8896   1.8128   1.7921   1.7668   1.7365   1.7242   1.7190   1.7108   1.7104   1.7205
   2.0103542430   2.0101718295   1.20646  3.95416    1.8995   1.8541   1.8566   1.7853   1.7676   1.7449   1.7180   1.7076   1.7029   1.6948   1.6944   1.7046
   2.0256370769   2.0254600977   1.21999  3.95648    1.8636   1.8230   1.8254   1.7590   1.7436   1.7234   1.6996   1.6908   1.6866   1.6786   1.6783   1.6884
   2.0409199108   2.0407482664   1.23342  3.95877    1.8282   1.7929   1.7951   1.7334   1.7202   1.7022   1.6813   1.6740   1.6702   1.6624   1.6621   1.6723
   2.0562027448   2.0560361030   1.24676  3.96103    1.7929   1.7626   1.7647   1.7078   1.6969   1.6811   1.6631   1.6574   1.6540   1.6463   1.6461   1.6563
   2.0714855787   2.0713239004   1.26000  3.96327    1.7579   1.7325   1.7345   1.6824   1.6737   1.6602   1.6452   1.6410   1.6381   1.6305   1.6302   1.6405
   2.0867684127   2.0866115580   1.27316  3.96548    1.7234   1.7030   1.7049   1.6573   1.6508   1.6395   1.6273   1.6246   1.6221   1.6147   1.6144   1.6248
   2.1020512466   2.1018976723   1.28623  3.96767    1.6896   1.6743   1.6760   1.6327   1.6282   1.6189   1.6095   1.6082   1.6062   1.5989   1.5987   1.6091
   2.1173340806   2.1171735124   1.29918  3.96980    1.6564   1.6463   1.6479   1.6086   1.6059   1.5985   1.5917   1.5915   1.5901   1.5830   1.5829   1.5932
   2.1326169145   2.1324492974   1.31204  3.97191    1.6237   1.6187   1.6201   1.5849   1.5839   1.5783   1.5740   1.5750   1.5740   1.5671   1.5671   1.5775
   2.1478997485   2.1477249843   1.32483  3.97400    1.5910   1.5912   1.5925   1.5612   1.5620   1.5582   1.5564   1.5586   1.5581   1.5514   1.5515   1.5619
   2.1631825824   2.1630006472   1.33755  3.97607    1.5585   1.5637   1.5650   1.5376   1.5402   1.5382   1.5390   1.5423   1.5423   1.5359   1.5359   1.5464
   2.1784654163   2.1782761952   1.35020  3.97812    1.5264   1.5368   1.5380   1.5144   1.5186   1.5183   1.5215   1.5260   1.5264   1.5203   1.5204   1.5309
   2.1937482503   2.1935517019   1.36278  3.98015    1.4950   1.5107   1.5118   1.4917   1.4973   1.4985   1.5041   1.5095   1.5105   1.5046   1.5048   1.5154
   2.2090310842   2.2088282904   1.37525  3.98215    1.4640   1.4851   1.4860   1.4693   1.4763   1.4789   1.4867   1.4930   1.4946   1.4889   1.4892   1.5000
   2.2243139182   2.2241056853   1.38763  3.98413    1.4332   1.4596   1.4604   1.4470   1.4554   1.4594   1.4696   1.4768   1.4789   1.4735   1.4739   1.4847
   2.2395967521   2.2393828859   1.39994  3.98609    1.4024   1.4341   1.4348   1.4248   1.4346   1.4401   1.4525   1.4606   1.4632   1.4582   1.4587   1.4696
   2.2548795861   2.2546600426   1.41218  3.98804    1.3720   1.4089   1.4096   1.4029   1.4139   1.4208   1.4355   1.4445   1.4477   1.4430   1.4435   1.4544
   2.2701624200   2.2699369349   1.42436  3.98997    1.3419   1.3841   1.3847   1.3811   1.3934   1.4016   1.4185   1.4284   1.4321   1.4277   1.4282   1.4393
   2.2854452539   2.2852138469   1.43646  3.99189    1.3121   1.3596   1.3601   1.3596   1.3730   1.3825   1.4015   1.4123   1.4165   1.4124   1.4130   1.4242
   2.3007280879   2.3004905311   1.44851  3.99378    1.2825   1.3354   1.3358   1.3382   1.3527   1.3634   1.3846   1.3961   1.4009   1.3971   1.3978   1.4091
   2.3160109218   2.3157667834   1.46043  3.99562    1.2532   1.3113   1.3116   1.3169   1.3324   1.3444   1.3676   1.3798   1.3852   1.3817   1.3825   1.3939
   2.3312937558   2.3310429046   1.47230  3.99744    1.2240   1.2873   1.2875   1.2957   1.3123   1.3255   1.3508   1.3637   1.3696   1.3664   1.3674   1.3789
   2.3465765897   2.3463188326   1.48410  3.99924    1.1950   1.2635   1.2636   1.2746   1.2923   1.3066   1.3340   1.3477   1.3542   1.3512   1.3523   1.3639
   2.3618594237   2.3615946076   1.49583  4.00103    1.1662   1.2399   1.2399   1.2537   1.2724   1.2878   1.3172   1.3317   1.3386   1.3360   1.3372   1.3488
   2.3771422576   2.3768702207   1.50751  4.00281    1.1376   1.2166   1.2165   1.2329   1.2526   1.2691   1.3004   1.3156   1.3230   1.3207   1.3220   1.3337
   2.3924250916   2.3921457759   1.51912  4.00457    1.1092   1.1936   1.1934   1.2123   1.2328   1.2503   1.2836   1.2995   1.3074   1.3054   1.3068   1.3187
   2.4077079255   2.4074204947   1.53069  4.00631    1.0810   1.1707   1.1705   1.1917   1.2131   1.2316   1.2668   1.2833   1.2918   1.2901   1.2916   1.3036
   2.4229907594   2.4226944682   1.54219  4.00805    1.0530   1.1481   1.1478   1.1713   1.1934   1.2130   1.2500   1.2673   1.2762   1.2749   1.2764   1.2885
   2.4382735934   2.4379683037   1.55363  4.00977    1.0252   1.1256   1.1252   1.1510   1.1739   1.1944   1.2333   1.2512   1.2607   1.2597   1.2613   1.2735
   2.4535564273   2.4532419155   1.56502  4.01147    0.9975   1.1032   1.1027   1.1308   1.1544   1.1759   1.2167   1.2352   1.2452   1.2445   1.2462   1.2585
   2.4688392613   2.4685154315   1.57636  4.01317    0.9700   1.0810   1.0804   1.1106   1.1350   1.1574   1.2001   1.2192   1.2297   1.2293   1.2311   1.2435
   2.4841220952   2.4837888029   1.58764  4.01484    0.9426   1.0589   1.0582   1.0906   1.1157   1.1390   1.1836   1.2033   1.2143   1.2142   1.2161   1.2286
   2.4994049292   2.4990619933   1.59886  4.01650    0.9154   1.0369   1.0362   1.0706   1.0964   1.1207   1.1670   1.1873   1.1988   1.1991   1.2010   1.2136
