# Isochrone from from BaSTI-IAC database
# Scaled solar models & transformations  -  Johnson-Cousins
#========================================================================================================================================================================================================
#========================================================================================================================================================================================================
#  Np = 2100   [M/H] = 0.150   Z = 0.0208100   Y = 0.27419542   Age (Myr) = 1020.000
#========================================================================================================================================================================================================
#    M/Mo(ini)     M/Mo(fin)    log(L/Lo)  logTe        U       BX        B        V        R        I        J        H        K       L'        L        M
#========================================================================================================================================================================================================
   2.1454014185   2.1409712373   2.30704  3.64372    2.2092   0.8458   0.8844  -0.4428  -1.1003  -1.6780  -2.5234  -3.1736  -3.2764  -3.3698  -3.3788  -3.1671
   2.1454136357   2.1409787274   2.30859  3.64360    2.2087   0.8436   0.8822  -0.4458  -1.1036  -1.6817  -2.5276  -3.1781  -3.2810  -3.3745  -3.3835  -3.1716
   2.1454258530   2.1409862964   2.31016  3.64348    2.2082   0.8413   0.8800  -0.4487  -1.1070  -1.6854  -2.5318  -3.1827  -3.2857  -3.3793  -3.3883  -3.1763
   2.1454380702   2.1409937023   2.31174  3.64336    2.2077   0.8391   0.8777  -0.4517  -1.1103  -1.6891  -2.5361  -3.1873  -3.2905  -3.3841  -3.3931  -3.1809
   2.1454502874   2.1410011768   2.31331  3.64325    2.2073   0.8368   0.8755  -0.4546  -1.1137  -1.6928  -2.5403  -3.1920  -3.2952  -3.3889  -3.3979  -3.1856
   2.1454625046   2.1410084588   2.31485  3.64313    2.2068   0.8346   0.8733  -0.4575  -1.1170  -1.6965  -2.5444  -3.1964  -3.2998  -3.3936  -3.4025  -3.1901
   2.1454747219   2.1410155369   2.31640  3.64302    2.2063   0.8324   0.8711  -0.4604  -1.1203  -1.7001  -2.5486  -3.2010  -3.3044  -3.3983  -3.4073  -3.1947
   2.1454869391   2.1410227538   2.31796  3.64290    2.2058   0.8301   0.8689  -0.4634  -1.1236  -1.7038  -2.5528  -3.2056  -3.3091  -3.4030  -3.4120  -3.1993
   2.1454991563   2.1410300167   2.31951  3.64278    2.2054   0.8279   0.8667  -0.4663  -1.1270  -1.7075  -2.5569  -3.2101  -3.3138  -3.4078  -3.4168  -3.2038
   2.1455113735   2.1410373580   2.32105  3.64267    2.2049   0.8257   0.8645  -0.4692  -1.1303  -1.7111  -2.5611  -3.2146  -3.3184  -3.4124  -3.4214  -3.2084
   2.1455235908   2.1410443933   2.32260  3.64255    2.2044   0.8235   0.8623  -0.4721  -1.1336  -1.7148  -2.5652  -3.2192  -3.3230  -3.4172  -3.4262  -3.2129
   2.1455358080   2.1410513922   2.32416  3.64243    2.2039   0.8212   0.8601  -0.4751  -1.1369  -1.7184  -2.5694  -3.2237  -3.3277  -3.4219  -3.4309  -3.2175
   2.1455480252   2.1410586011   2.32571  3.64232    2.2035   0.8190   0.8579  -0.4780  -1.1402  -1.7221  -2.5736  -3.2283  -3.3323  -3.4266  -3.4356  -3.2221
   2.1455602424   2.1410658532   2.32726  3.64220    2.2031   0.8168   0.8557  -0.4809  -1.1436  -1.7258  -2.5778  -3.2328  -3.3370  -3.4313  -3.4404  -3.2267
   2.1455724596   2.1410728928   2.32877  3.64208    2.2026   0.8147   0.8535  -0.4838  -1.1468  -1.7293  -2.5818  -3.2372  -3.3415  -3.4359  -3.4450  -3.2311
   2.1455846769   2.1410800792   2.33028  3.64197    2.2022   0.8125   0.8514  -0.4866  -1.1500  -1.7329  -2.5859  -3.2416  -3.3460  -3.4405  -3.4496  -3.2355
   2.1455968941   2.1410871200   2.33183  3.64185    2.2017   0.8102   0.8492  -0.4896  -1.1534  -1.7366  -2.5901  -3.2462  -3.3507  -3.4452  -3.4543  -3.2401
   2.1456091113   2.1410939234   2.33336  3.64174    2.2012   0.8080   0.8470  -0.4925  -1.1567  -1.7402  -2.5942  -3.2507  -3.3553  -3.4499  -3.4589  -3.2446
   2.1456213285   2.1411008823   2.33487  3.64163    2.2007   0.8058   0.8448  -0.4954  -1.1599  -1.7437  -2.5982  -3.2551  -3.3598  -3.4545  -3.4635  -3.2490
   2.1456335458   2.1411078855   2.33642  3.64151    2.2003   0.8036   0.8426  -0.4983  -1.1632  -1.7474  -2.6024  -3.2596  -3.3644  -3.4592  -3.4682  -3.2536
   2.1456457630   2.1411147508   2.33798  3.64139    2.1998   0.8013   0.8404  -0.5013  -1.1666  -1.7511  -2.6066  -3.2642  -3.3691  -3.4639  -3.4730  -3.2582
   2.1456579802   2.1411216692   2.33953  3.64128    2.1993   0.7991   0.8381  -0.5042  -1.1699  -1.7548  -2.6107  -3.2687  -3.3738  -3.4686  -3.4777  -3.2628
   2.1456701974   2.1411284346   2.34109  3.64116    2.1988   0.7968   0.8359  -0.5072  -1.1733  -1.7585  -2.6149  -3.2733  -3.3784  -3.4734  -3.4825  -3.2674
   2.1456824147   2.1411352699   2.34268  3.64104    2.1984   0.7946   0.8336  -0.5102  -1.1767  -1.7622  -2.6192  -3.2779  -3.3832  -3.4782  -3.4873  -3.2720
   2.1456946319   2.1411422103   2.34426  3.64092    2.1979   0.7923   0.8313  -0.5132  -1.1801  -1.7660  -2.6235  -3.2826  -3.3879  -3.4830  -3.4921  -3.2767
   2.1457068491   2.1411486773   2.34585  3.64080    2.1974   0.7900   0.8291  -0.5162  -1.1835  -1.7697  -2.6277  -3.2872  -3.3927  -3.4878  -3.4970  -3.2814
   2.1457190663   2.1411552884   2.34744  3.64068    2.1969   0.7877   0.8268  -0.5193  -1.1869  -1.7735  -2.6320  -3.2919  -3.3975  -3.4927  -3.5018  -3.2861
   2.1457312836   2.1411621327   2.34905  3.64056    2.1964   0.7853   0.8245  -0.5223  -1.1904  -1.7773  -2.6363  -3.2966  -3.4023  -3.4976  -3.5067  -3.2908
   2.1457435008   2.1411688199   2.35065  3.64043    2.1959   0.7830   0.8222  -0.5254  -1.1939  -1.7811  -2.6406  -3.3013  -3.4071  -3.5025  -3.5116  -3.2955
   2.1457557180   2.1411753853   2.35226  3.64031    2.1955   0.7807   0.8199  -0.5284  -1.1973  -1.7849  -2.6450  -3.3060  -3.4119  -3.5074  -3.5165  -3.3003
   2.1457679352   2.1411818481   2.35388  3.64019    2.1950   0.7784   0.8176  -0.5315  -1.2008  -1.7887  -2.6493  -3.3107  -3.4167  -3.5123  -3.5214  -3.3050
   2.1457801524   2.1411882291   2.35549  3.64007    2.1945   0.7760   0.8153  -0.5346  -1.2043  -1.7925  -2.6537  -3.3154  -3.4215  -3.5172  -3.5263  -3.3097
   2.1457923697   2.1411947705   2.35711  3.63995    2.1940   0.7737   0.8129  -0.5377  -1.2077  -1.7963  -2.6580  -3.3202  -3.4264  -3.5221  -3.5313  -3.3145
   2.1458045869   2.1412013345   2.35872  3.63982    2.1936   0.7714   0.8106  -0.5407  -1.2112  -1.8001  -2.6623  -3.3249  -3.4312  -3.5270  -3.5362  -3.3192
   2.1458168041   2.1412075793   2.36032  3.63970    2.1931   0.7690   0.8083  -0.5438  -1.2147  -1.8039  -2.6666  -3.3296  -3.4360  -3.5319  -3.5410  -3.3240
   2.1458290213   2.1412138516   2.36191  3.63958    2.1926   0.7667   0.8060  -0.5468  -1.2181  -1.8077  -2.6709  -3.3342  -3.4408  -3.5367  -3.5459  -3.3286
   2.1458412386   2.1412202615   2.36349  3.63946    2.1921   0.7644   0.8038  -0.5498  -1.2215  -1.8114  -2.6752  -3.3388  -3.4455  -3.5415  -3.5507  -3.3333
   2.1458534558   2.1412266348   2.36504  3.63935    2.1916   0.7622   0.8015  -0.5528  -1.2248  -1.8151  -2.6793  -3.3434  -3.4501  -3.5462  -3.5554  -3.3378
   2.1458656730   2.1412330774   2.36658  3.63923    2.1912   0.7599   0.7993  -0.5558  -1.2282  -1.8188  -2.6835  -3.3479  -3.4547  -3.5509  -3.5601  -3.3424
   2.1458778902   2.1412394551   2.36810  3.63912    2.1907   0.7577   0.7971  -0.5587  -1.2314  -1.8223  -2.6876  -3.3523  -3.4593  -3.5555  -3.5647  -3.3468
   2.1458901075   2.1412455833   2.36962  3.63900    2.1902   0.7555   0.7949  -0.5616  -1.2347  -1.8259  -2.6917  -3.3567  -3.4638  -3.5601  -3.5693  -3.3513
   2.1459023247   2.1412516608   2.37115  3.63889    2.1898   0.7533   0.7927  -0.5645  -1.2380  -1.8296  -2.6958  -3.3612  -3.4684  -3.5648  -3.5740  -3.3558
   2.1459145419   2.1412578240   2.37267  3.63877    2.1893   0.7511   0.7906  -0.5674  -1.2413  -1.8332  -2.6999  -3.3657  -3.4730  -3.5694  -3.5786  -3.3603
   2.1459267591   2.1412639779   2.37419  3.63866    2.1889   0.7489   0.7884  -0.5703  -1.2446  -1.8368  -2.7040  -3.3701  -3.4775  -3.5740  -3.5832  -3.3647
   2.1459389764   2.1412700791   2.37571  3.63854    2.1884   0.7467   0.7862  -0.5732  -1.2478  -1.8403  -2.7080  -3.3746  -3.4821  -3.5786  -3.5879  -3.3692
   2.1459511936   2.1412759886   2.37723  3.63843    2.1880   0.7445   0.7840  -0.5761  -1.2511  -1.8439  -2.7121  -3.3790  -3.4866  -3.5832  -3.5925  -3.3737
   2.1459634108   2.1412820057   2.37872  3.63831    2.1876   0.7424   0.7819  -0.5789  -1.2543  -1.8475  -2.7161  -3.3833  -3.4911  -3.5878  -3.5970  -3.3780
   2.1459756280   2.1412880690   2.38020  3.63820    2.1871   0.7402   0.7798  -0.5817  -1.2575  -1.8510  -2.7201  -3.3877  -3.4955  -3.5923  -3.6015  -3.3824
   2.1459878452   2.1412940206   2.38165  3.63809    2.1867   0.7381   0.7777  -0.5845  -1.2606  -1.8544  -2.7240  -3.3919  -3.4999  -3.5967  -3.6060  -3.3867
   2.1460000625   2.1412996897   2.38309  3.63798    2.1864   0.7361   0.7757  -0.5872  -1.2637  -1.8578  -2.7279  -3.3962  -3.5042  -3.6011  -3.6104  -3.3909
   2.1460122797   2.1413054979   2.38457  3.63786    2.1860   0.7339   0.7735  -0.5900  -1.2669  -1.8613  -2.7319  -3.4005  -3.5086  -3.6056  -3.6149  -3.3953
   2.1460244969   2.1413114122   2.38605  3.63775    2.1855   0.7318   0.7714  -0.5929  -1.2701  -1.8648  -2.7359  -3.4048  -3.5130  -3.6101  -3.6194  -3.3996
   2.1460367141   2.1413172753   2.38751  3.63764    2.1851   0.7297   0.7693  -0.5956  -1.2732  -1.8682  -2.7398  -3.4091  -3.5174  -3.6145  -3.6238  -3.4039
   2.1460489314   2.1413230657   2.38896  3.63753    2.1847   0.7276   0.7673  -0.5984  -1.2763  -1.8717  -2.7437  -3.4133  -3.5218  -3.6190  -3.6282  -3.4082
   2.1460611486   2.1413286855   2.39044  3.63742    2.1843   0.7255   0.7652  -0.6012  -1.2795  -1.8752  -2.7477  -3.4177  -3.5262  -3.6235  -3.6328  -3.4126
   2.1460733658   2.1413342377   2.39194  3.63730    2.1839   0.7233   0.7630  -0.6040  -1.2827  -1.8787  -2.7517  -3.4220  -3.5307  -3.6280  -3.6373  -3.4170
   2.1460855830   2.1413400149   2.39343  3.63719    2.1836   0.7212   0.7609  -0.6069  -1.2859  -1.8822  -2.7557  -3.4264  -3.5352  -3.6326  -3.6419  -3.4214
   2.1460978003   2.1413457119   2.39492  3.63707    2.1832   0.7191   0.7588  -0.6097  -1.2891  -1.8857  -2.7597  -3.4308  -3.5396  -3.6371  -3.6464  -3.4258
   2.1461100175   2.1413513316   2.39640  3.63696    2.1828   0.7170   0.7568  -0.6125  -1.2922  -1.8892  -2.7637  -3.4351  -3.5441  -3.6416  -3.6510  -3.4301
   2.1461222347   2.1413566675   2.39790  3.63684    2.1824   0.7148   0.7546  -0.6153  -1.2955  -1.8928  -2.7678  -3.4395  -3.5486  -3.6462  -3.6555  -3.4346
   2.1461344519   2.1413620969   2.39941  3.63673    2.1820   0.7127   0.7525  -0.6182  -1.2987  -1.8963  -2.7718  -3.4439  -3.5531  -3.6508  -3.6601  -3.4390
   2.1461466692   2.1413677857   2.40091  3.63661    2.1816   0.7105   0.7504  -0.6210  -1.3019  -1.8999  -2.7759  -3.4483  -3.5576  -3.6554  -3.6647  -3.4434
   2.1461588864   2.1413731557   2.40240  3.63650    2.1812   0.7084   0.7482  -0.6239  -1.3051  -1.9034  -2.7799  -3.4527  -3.5621  -3.6599  -3.6692  -3.4478
   2.1461711036   2.1413784619   2.40387  3.63638    2.1808   0.7063   0.7462  -0.6267  -1.3083  -1.9069  -2.7838  -3.4570  -3.5665  -3.6644  -3.6737  -3.4521
   2.1461833208   2.1413835759   2.40532  3.63627    2.1805   0.7043   0.7441  -0.6294  -1.3113  -1.9103  -2.7877  -3.4612  -3.5708  -3.6688  -3.6781  -3.4564
   2.1461955380   2.1413891493   2.40674  3.63616    2.1802   0.7023   0.7422  -0.6321  -1.3144  -1.9136  -2.7915  -3.4654  -3.5751  -3.6731  -3.6825  -3.4606
   2.1462077553   2.1413943575   2.40814  3.63605    2.1799   0.7003   0.7402  -0.6347  -1.3174  -1.9170  -2.7953  -3.4695  -3.5793  -3.6774  -3.6868  -3.4647
   2.1462199725   2.1413994723   2.40953  3.63594    2.1795   0.6983   0.7382  -0.6373  -1.3203  -1.9202  -2.7991  -3.4736  -3.5835  -3.6816  -3.6910  -3.4688
   2.1462321897   2.1414048195   2.41089  3.63584    2.1792   0.6964   0.7363  -0.6399  -1.3232  -1.9234  -2.8027  -3.4775  -3.5875  -3.6858  -3.6952  -3.4728
   2.1462444069   2.1414099706   2.41223  3.63574    2.1789   0.6945   0.7344  -0.6424  -1.3261  -1.9266  -2.8063  -3.4815  -3.5916  -3.6899  -3.6993  -3.4768
   2.1462566242   2.1414149660   2.41356  3.63563    2.1785   0.6926   0.7326  -0.6449  -1.3290  -1.9298  -2.8099  -3.4854  -3.5956  -3.6939  -3.7033  -3.4807
   2.1462688414   2.1414201337   2.41489  3.63553    2.1781   0.6907   0.7307  -0.6474  -1.3318  -1.9329  -2.8135  -3.4892  -3.5995  -3.6980  -3.7073  -3.4846
   2.1462810586   2.1414254832   2.41619  3.63544    2.1778   0.6888   0.7288  -0.6499  -1.3346  -1.9359  -2.8170  -3.4930  -3.6034  -3.7019  -3.7113  -3.4884
   2.1462932758   2.1414300928   2.41747  3.63534    2.1775   0.6870   0.7270  -0.6523  -1.3373  -1.9390  -2.8204  -3.4968  -3.6072  -3.7058  -3.7152  -3.4922
   2.1463054931   2.1414350222   2.41843  3.63526    2.1773   0.6857   0.7257  -0.6541  -1.3393  -1.9412  -2.8230  -3.4996  -3.6101  -3.7088  -3.7182  -3.4951
   2.1463177103   2.1414402591   2.41948  3.63517    2.1772   0.6843   0.7244  -0.6560  -1.3415  -1.9437  -2.8259  -3.5028  -3.6134  -3.7120  -3.7214  -3.4982
   2.1463299275   2.1414449997   2.42068  3.63508    2.1770   0.6826   0.7227  -0.6583  -1.3441  -1.9465  -2.8291  -3.5063  -3.6170  -3.7157  -3.7251  -3.5018
   2.1463421447   2.1414500876   2.42187  3.63499    2.1767   0.6809   0.7210  -0.6605  -1.3466  -1.9493  -2.8323  -3.5098  -3.6205  -3.7193  -3.7287  -3.5053
   2.1463543619   2.1414549241   2.42306  3.63489    2.1764   0.6793   0.7194  -0.6627  -1.3491  -1.9521  -2.8355  -3.5132  -3.6241  -3.7229  -3.7323  -3.5088
   2.1463665792   2.1414595446   2.42423  3.63480    2.1761   0.6776   0.7177  -0.6649  -1.3516  -1.9549  -2.8386  -3.5167  -3.6276  -3.7265  -3.7359  -3.5122
   2.1463787964   2.1414644567   2.42538  3.63471    2.1759   0.6760   0.7162  -0.6671  -1.3541  -1.9576  -2.8417  -3.5200  -3.6311  -3.7300  -3.7394  -3.5156
   2.1463910136   2.1414691930   2.42653  3.63462    2.1757   0.6744   0.7146  -0.6692  -1.3565  -1.9603  -2.8448  -3.5234  -3.6345  -3.7335  -3.7430  -3.5190
   2.1464032308   2.1414739217   2.42767  3.63453    2.1755   0.6728   0.7130  -0.6713  -1.3589  -1.9630  -2.8479  -3.5268  -3.6380  -3.7370  -3.7465  -3.5224
   2.1464154481   2.1414788621   2.42880  3.63445    2.1752   0.6713   0.7114  -0.6735  -1.3613  -1.9656  -2.8509  -3.5301  -3.6414  -3.7405  -3.7499  -3.5257
   2.1464276653   2.1414833518   2.42991  3.63436    2.1750   0.6697   0.7099  -0.6755  -1.3637  -1.9682  -2.8539  -3.5333  -3.6447  -3.7439  -3.7533  -3.5290
   2.1464398825   2.1414880516   2.43100  3.63428    2.1747   0.6682   0.7084  -0.6776  -1.3660  -1.9708  -2.8569  -3.5365  -3.6480  -3.7472  -3.7566  -3.5322
   2.1464520997   2.1414927434   2.43211  3.63419    2.1744   0.6666   0.7068  -0.6797  -1.3684  -1.9734  -2.8598  -3.5398  -3.6513  -3.7505  -3.7600  -3.5355
   2.1464643170   2.1414971859   2.43321  3.63411    2.1742   0.6651   0.7053  -0.6817  -1.3707  -1.9760  -2.8628  -3.5430  -3.6546  -3.7539  -3.7634  -3.5387
   2.1464765342   2.1415018498   2.43428  3.63402    2.1739   0.6636   0.7038  -0.6837  -1.3730  -1.9785  -2.8657  -3.5461  -3.6578  -3.7572  -3.7666  -3.5419
   2.1464887514   2.1415061690   2.43538  3.63394    2.1737   0.6620   0.7023  -0.6858  -1.3753  -1.9811  -2.8686  -3.5493  -3.6611  -3.7605  -3.7700  -3.5451
   2.1465009686   2.1415107952   2.43649  3.63385    2.1734   0.6605   0.7008  -0.6878  -1.3776  -1.9837  -2.8716  -3.5526  -3.6644  -3.7639  -3.7734  -3.5484
   2.1465131859   2.1415151801   2.43756  3.63377    2.1732   0.6590   0.6993  -0.6898  -1.3799  -1.9863  -2.8745  -3.5557  -3.6676  -3.7672  -3.7766  -3.5516
   2.1465254031   2.1415196238   2.43866  3.63369    2.1729   0.6574   0.6978  -0.6919  -1.3822  -1.9888  -2.8774  -3.5589  -3.6709  -3.7705  -3.7800  -3.5548
   2.1465376203   2.1415238766   2.43974  3.63361    2.1727   0.6559   0.6963  -0.6939  -1.3845  -1.9914  -2.8803  -3.5621  -3.6742  -3.7738  -3.7833  -3.5580
   2.1465498375   2.1415282935   2.44080  3.63352    2.1725   0.6545   0.6948  -0.6959  -1.3868  -1.9939  -2.8832  -3.5652  -3.6774  -3.7770  -3.7865  -3.5611
   2.1465620547   2.1415328476   2.44184  3.63344    2.1723   0.6530   0.6934  -0.6978  -1.3890  -1.9963  -2.8860  -3.5683  -3.6805  -3.7802  -3.7897  -3.5642
   2.1465742720   2.1415369318   2.44284  3.63336    2.1721   0.6517   0.6921  -0.6996  -1.3911  -1.9987  -2.8887  -3.5712  -3.6835  -3.7833  -3.7928  -3.5672
   2.1465864892   2.1415410472   2.44356  3.63331    2.1720   0.6507   0.6911  -0.7009  -1.3926  -2.0003  -2.8906  -3.5733  -3.6857  -3.7855  -3.7950  -3.5693
   2.1465987064   2.1415451953   2.44396  3.63327    2.1719   0.6501   0.6905  -0.7017  -1.3934  -2.0013  -2.8917  -3.5745  -3.6869  -3.7867  -3.7962  -3.5705
   2.1466109236   2.1415498251   2.44484  3.63319    2.1720   0.6491   0.6895  -0.7032  -1.3952  -2.0033  -2.8941  -3.5771  -3.6896  -3.7895  -3.7990  -3.5731
   2.1466231409   2.1415540557   2.44575  3.63311    2.1721   0.6479   0.6884  -0.7048  -1.3971  -2.0054  -2.8965  -3.5798  -3.6924  -3.7923  -3.8018  -3.5759
   2.1466353581   2.1415581031   2.44666  3.63304    2.1719   0.6467   0.6871  -0.7065  -1.3990  -2.0076  -2.8990  -3.5825  -3.6951  -3.7951  -3.8046  -3.5786
   2.1466475753   2.1415622634   2.44753  3.63298    2.1717   0.6455   0.6859  -0.7081  -1.4009  -2.0096  -2.9013  -3.5851  -3.6977  -3.7977  -3.8073  -3.5811
   2.1466597925   2.1415663667   2.44835  3.63291    2.1715   0.6443   0.6848  -0.7096  -1.4026  -2.0116  -2.9035  -3.5875  -3.7002  -3.8002  -3.8098  -3.5836
   2.1466720098   2.1415707489   2.44917  3.63285    2.1713   0.6432   0.6836  -0.7112  -1.4043  -2.0135  -2.9057  -3.5898  -3.7027  -3.8027  -3.8123  -3.5860
   2.1466842270   2.1415749266   2.44997  3.63279    2.1711   0.6421   0.6825  -0.7127  -1.4060  -2.0154  -2.9079  -3.5922  -3.7050  -3.8051  -3.8147  -3.5883
   2.1466964442   2.1415787645   2.45075  3.63273    2.1709   0.6410   0.6814  -0.7141  -1.4077  -2.0172  -2.9100  -3.5945  -3.7074  -3.8075  -3.8170  -3.5906
   2.1467086614   2.1415826320   2.45149  3.63268    2.1707   0.6399   0.6804  -0.7155  -1.4092  -2.0189  -2.9119  -3.5966  -3.7096  -3.8098  -3.8193  -3.5928
   2.1467208787   2.1415867387   2.45221  3.63262    2.1706   0.6389   0.6795  -0.7168  -1.4107  -2.0206  -2.9139  -3.5987  -3.7118  -3.8120  -3.8215  -3.5949
   2.1467330959   2.1415906228   2.45284  3.63257    2.1704   0.6381   0.6786  -0.7180  -1.4120  -2.0221  -2.9156  -3.6005  -3.7136  -3.8139  -3.8234  -3.5967
   2.1467453131   2.1415949108   2.45343  3.63253    2.1703   0.6372   0.6778  -0.7191  -1.4133  -2.0235  -2.9172  -3.6023  -3.7154  -3.8157  -3.8252  -3.5985
   2.1467575303   2.1415986735   2.45397  3.63249    2.1702   0.6365   0.6770  -0.7201  -1.4144  -2.0248  -2.9186  -3.6039  -3.7170  -3.8173  -3.8269  -3.6001
   2.1467697475   2.1416026889   2.45445  3.63245    2.1701   0.6358   0.6764  -0.7210  -1.4155  -2.0259  -2.9199  -3.6052  -3.7184  -3.8188  -3.8283  -3.6015
   2.1467819648   2.1416064622   2.45489  3.63241    2.1701   0.6353   0.6758  -0.7218  -1.4164  -2.0269  -2.9211  -3.6066  -3.7198  -3.8201  -3.8297  -3.6028
   2.1467941820   2.1416106585   2.45520  3.63239    2.1700   0.6348   0.6754  -0.7223  -1.4170  -2.0276  -2.9219  -3.6075  -3.7207  -3.8211  -3.8306  -3.6037
   2.1468063992   2.1416144454   2.45545  3.63237    2.1699   0.6345   0.6750  -0.7228  -1.4176  -2.0282  -2.9226  -3.6082  -3.7215  -3.8218  -3.8314  -3.6045
   2.1468186164   2.1416185851   2.45555  3.63237    2.1698   0.6343   0.6749  -0.7230  -1.4178  -2.0285  -2.9228  -3.6085  -3.7218  -3.8221  -3.8317  -3.6047
   2.1474251836   2.1420248587   1.89723  3.67353    2.4497   1.4911   1.5241   0.3787  -0.1888  -0.6915  -1.4144  -1.9745  -2.0541  -2.1288  -2.1355  -1.9689
   2.1480317509   2.1425944267   1.75250  3.68323    2.5911   1.7459   1.7770   0.6890   0.1472  -0.3351  -1.0211  -1.5542  -1.6277  -1.6960  -1.7020  -1.5512
   2.1486383181   2.1431730790   1.70239  3.68660    2.6449   1.8365   1.8668   0.7986   0.2649  -0.2108  -0.8844  -1.4086  -1.4801  -1.5462  -1.5519  -1.4067
   2.1492448853   2.1437576041   1.66710  3.68903    2.6819   1.8999   1.9297   0.8754   0.3477  -0.1232  -0.7879  -1.3056  -1.3756  -1.4402  -1.4457  -1.3043
   2.1498514525   2.1443449376   1.63300  3.69137    2.7174   1.9609   1.9903   0.9492   0.4273  -0.0388  -0.6948  -1.2059  -1.2745  -1.3376  -1.3430  -1.2052
   2.1504580197   2.1449352300   1.59519  3.69397    2.7563   2.0281   2.0571   1.0306   0.5153   0.0546  -0.5915  -1.0951  -1.1622  -1.2237  -1.2289  -1.0950
   2.1510645869   2.1455269614   1.56885  3.69585    2.7827   2.0745   2.1031   1.0870   0.5766   0.1197  -0.5193  -1.0175  -1.0835  -1.1438  -1.1489  -1.0178
   2.1516711541   2.1461206539   1.55345  3.69702    2.7973   2.1012   2.1297   1.1198   0.6124   0.1579  -0.4768  -0.9717  -1.0371  -1.0966  -1.1016  -0.9723
   2.1522777213   2.1467143887   1.54438  3.69776    2.8051   2.1164   2.1448   1.1390   0.6334   0.1804  -0.4516  -0.9444  -1.0093  -1.0685  -1.0734  -0.9452
   2.1528842885   2.1473082018   1.54143  3.69803    2.8072   2.1212   2.1495   1.1451   0.6402   0.1877  -0.4433  -0.9353  -1.0001  -1.0591  -1.0640  -0.9362
   2.1534615964   2.1478759268   1.54290  3.69797    2.8048   2.1181   2.1465   1.1418   0.6367   0.1841  -0.4472  -0.9393  -1.0042  -1.0632  -1.0682  -0.9402
   2.1540389042   2.1484411385   1.54590  3.69780    2.8009   2.1124   2.1407   1.1351   0.6296   0.1766  -0.4553  -0.9479  -1.0129  -1.0720  -1.0770  -0.9487
   2.1546162121   2.1490063491   1.54879  3.69763    2.7969   2.1068   2.1351   1.1286   0.6227   0.1694  -0.4631  -0.9562  -1.0212  -1.0804  -1.0854  -0.9569
   2.1551935200   2.1495715096   1.55083  3.69754    2.7938   2.1026   2.1310   1.1239   0.6178   0.1643  -0.4685  -0.9619  -1.0270  -1.0862  -1.0912  -0.9626
   2.1557708278   2.1501390393   1.55206  3.69750    2.7915   2.0999   2.1283   1.1210   0.6148   0.1612  -0.4717  -0.9651  -1.0303  -1.0896  -1.0946  -0.9658
   2.1563481357   2.1507052010   1.55270  3.69751    2.7898   2.0983   2.1267   1.1193   0.6131   0.1596  -0.4733  -0.9667  -1.0319  -1.0912  -1.0961  -0.9674
   2.1569254435   2.1512702670   1.55299  3.69754    2.7886   2.0973   2.1257   1.1185   0.6123   0.1589  -0.4739  -0.9672  -1.0323  -1.0916  -1.0966  -0.9679
   2.1575027514   2.1518362077   1.55309  3.69759    2.7875   2.0966   2.1250   1.1180   0.6120   0.1586  -0.4740  -0.9672  -1.0323  -1.0915  -1.0965  -0.9679
   2.1580800593   2.1524021648   1.55319  3.69763    2.7863   2.0959   2.1243   1.1175   0.6116   0.1584  -0.4741  -0.9672  -1.0322  -1.0915  -1.0964  -0.9679
   2.1586573671   2.1529670900   1.55339  3.69767    2.7851   2.0950   2.1234   1.1169   0.6110   0.1579  -0.4745  -0.9674  -1.0324  -1.0917  -1.0966  -0.9681
   2.1592346750   2.1535319347   1.55358  3.69771    2.7839   2.0941   2.1225   1.1162   0.6105   0.1574  -0.4748  -0.9676  -1.0327  -1.0919  -1.0968  -0.9684
   2.1598119829   2.1540971971   1.55375  3.69775    2.7827   2.0933   2.1217   1.1156   0.6100   0.1569  -0.4751  -0.9678  -1.0328  -1.0920  -1.0969  -0.9685
   2.1603892907   2.1546621780   1.55393  3.69779    2.7815   2.0925   2.1208   1.1149   0.6094   0.1565  -0.4754  -0.9680  -1.0330  -1.0921  -1.0971  -0.9687
   2.1609665986   2.1552273920   1.55415  3.69783    2.7803   2.0916   2.1199   1.1142   0.6088   0.1559  -0.4759  -0.9683  -1.0333  -1.0924  -1.0974  -0.9690
   2.1615439065   2.1557926840   1.55438  3.69787    2.7790   2.0907   2.1190   1.1134   0.6081   0.1553  -0.4763  -0.9686  -1.0336  -1.0927  -1.0977  -0.9694
   2.1621212143   2.1563575569   1.55465  3.69790    2.7778   2.0897   2.1180   1.1126   0.6074   0.1546  -0.4769  -0.9691  -1.0340  -1.0931  -1.0981  -0.9698
   2.1626985222   2.1569222474   1.55497  3.69793    2.7765   2.0886   2.1170   1.1117   0.6065   0.1538  -0.4776  -0.9697  -1.0347  -1.0937  -1.0987  -0.9705
   2.1632758300   2.1574877143   1.55524  3.69796    2.7752   2.0876   2.1160   1.1108   0.6057   0.1531  -0.4782  -0.9702  -1.0351  -1.0942  -1.0991  -0.9710
   2.1638531379   2.1580525945   1.55547  3.69800    2.7740   2.0867   2.1150   1.1101   0.6051   0.1526  -0.4786  -0.9705  -1.0354  -1.0945  -1.0994  -0.9713
   2.1644304458   2.1586176997   1.55570  3.69804    2.7727   2.0858   2.1141   1.1093   0.6044   0.1520  -0.4791  -0.9709  -1.0357  -1.0948  -1.0997  -0.9716
