# Isochrone from from BaSTI-IAC database
# Scaled solar models & transformations  -  Johnson-Cousins
#========================================================================================================================================================================================================
#========================================================================================================================================================================================================
#  Np = 2100   [M/H] = 0.150   Z = 0.0208100   Y = 0.27419542   Age (Myr) = 1020.000
#========================================================================================================================================================================================================
#    M/Mo(ini)     M/Mo(fin)    log(L/Lo)  logTe        U       BX        B        V        R        I        J        H        K       L'        L        M
#========================================================================================================================================================================================================
   2.0685434348   2.0656652099   1.41750  3.83657    1.6085   1.5278   1.5369   1.1583   0.9414   0.7322   0.4867   0.3164   0.2929   0.2757   0.2737   0.2806
   2.0752850219   2.0723502854   1.42418  3.83395    1.6025   1.5209   1.5302   1.1432   0.9214   0.7074   0.4561   0.2809   0.2569   0.2395   0.2374   0.2445
   2.0820266090   2.0790333069   1.43088  3.83124    1.5973   1.5146   1.5242   1.1282   0.9012   0.6824   0.4249   0.2447   0.2202   0.2024   0.2004   0.2077
   2.0887681961   2.0857146479   1.43775  3.82853    1.5928   1.5084   1.5182   1.1130   0.8808   0.6572   0.3935   0.2081   0.1830   0.1650   0.1629   0.1706
   2.0955097832   2.0923944249   1.44494  3.82593    1.5881   1.5015   1.5115   1.0971   0.8599   0.6316   0.3619   0.1714   0.1457   0.1275   0.1254   0.1336
   2.1022513703   2.0990696586   1.45274  3.82364    1.5811   1.4919   1.5022   1.0795   0.8379   0.6056   0.3305   0.1355   0.1093   0.0908   0.0886   0.0974
   2.1089929574   2.1057401030   1.46178  3.82204    1.5676   1.4762   1.4866   1.0581   0.8136   0.5785   0.2996   0.1014   0.0749   0.0562   0.0540   0.0631
   2.1157345445   2.1124080441   1.47347  3.82178    1.5406   1.4476   1.4580   1.0288   0.7840   0.5485   0.2691   0.0705   0.0439   0.0251   0.0228   0.0320
   2.1159652954   2.1126362389   1.47396  3.82182    1.5392   1.4461   1.4566   1.0276   0.7828   0.5474   0.2680   0.0696   0.0429   0.0241   0.0219   0.0311
   2.1161960463   2.1128644334   1.47445  3.82186    1.5378   1.4447   1.4551   1.0263   0.7816   0.5463   0.2670   0.0686   0.0420   0.0232   0.0209   0.0301
   2.1164267972   2.1130925632   1.47495  3.82190    1.5363   1.4432   1.4536   1.0250   0.7803   0.5452   0.2660   0.0677   0.0411   0.0223   0.0200   0.0292
   2.1166575481   2.1133206724   1.47546  3.82195    1.5348   1.4417   1.4521   1.0236   0.7791   0.5440   0.2650   0.0668   0.0402   0.0214   0.0191   0.0283
   2.1168882990   2.1135487282   1.47599  3.82201    1.5332   1.4401   1.4505   1.0222   0.7778   0.5429   0.2639   0.0659   0.0393   0.0205   0.0182   0.0274
   2.1171190499   2.1137767489   1.47653  3.82207    1.5316   1.4384   1.4488   1.0208   0.7766   0.5417   0.2629   0.0650   0.0384   0.0196   0.0174   0.0265
   2.1173498008   2.1140049357   1.47707  3.82214    1.5299   1.4367   1.4471   1.0194   0.7752   0.5405   0.2619   0.0641   0.0375   0.0187   0.0165   0.0256
   2.1175805517   2.1142332693   1.47763  3.82221    1.5282   1.4350   1.4454   1.0179   0.7739   0.5393   0.2609   0.0633   0.0367   0.0179   0.0157   0.0247
   2.1178113026   2.1144613397   1.47820  3.82229    1.5264   1.4332   1.4435   1.0164   0.7726   0.5381   0.2599   0.0624   0.0359   0.0171   0.0148   0.0239
   2.1180420535   2.1146891731   1.47877  3.82238    1.5245   1.4313   1.4417   1.0149   0.7712   0.5369   0.2589   0.0616   0.0351   0.0163   0.0140   0.0231
   2.1182728044   2.1149172575   1.47937  3.82247    1.5226   1.4294   1.4397   1.0133   0.7698   0.5357   0.2579   0.0608   0.0343   0.0155   0.0133   0.0223
   2.1185035553   2.1151455158   1.47997  3.82257    1.5206   1.4274   1.4377   1.0117   0.7684   0.5345   0.2569   0.0600   0.0335   0.0148   0.0125   0.0215
   2.1187343062   2.1153736455   1.48058  3.82268    1.5185   1.4253   1.4356   1.0100   0.7670   0.5333   0.2559   0.0593   0.0328   0.0140   0.0118   0.0207
   2.1189650571   2.1156017212   1.48121  3.82279    1.5164   1.4232   1.4335   1.0083   0.7655   0.5320   0.2549   0.0586   0.0321   0.0133   0.0111   0.0200
   2.1191958080   2.1158298084   1.48185  3.82291    1.5142   1.4210   1.4313   1.0066   0.7640   0.5308   0.2540   0.0579   0.0314   0.0126   0.0104   0.0193
   2.1194265589   2.1160580002   1.48250  3.82304    1.5119   1.4187   1.4290   1.0048   0.7625   0.5295   0.2530   0.0572   0.0307   0.0120   0.0097   0.0186
   2.1196573098   2.1162864731   1.48318  3.82318    1.5095   1.4164   1.4267   1.0030   0.7610   0.5282   0.2520   0.0565   0.0301   0.0113   0.0091   0.0179
   2.1198880607   2.1165146197   1.48386  3.82333    1.5071   1.4140   1.4242   1.0011   0.7594   0.5269   0.2511   0.0559   0.0295   0.0107   0.0085   0.0173
   2.1201188116   2.1167425433   1.48456  3.82348    1.5045   1.4115   1.4217   0.9992   0.7578   0.5256   0.2501   0.0552   0.0289   0.0102   0.0079   0.0166
   2.1203495625   2.1169709724   1.48527  3.82365    1.5019   1.4089   1.4191   0.9972   0.7562   0.5243   0.2492   0.0547   0.0283   0.0096   0.0074   0.0161
   2.1205803134   2.1171990895   1.48600  3.82382    1.4992   1.4062   1.4165   0.9952   0.7545   0.5229   0.2483   0.0541   0.0278   0.0091   0.0069   0.0155
   2.1208110643   2.1174268228   1.48675  3.82400    1.4965   1.4035   1.4137   0.9932   0.7528   0.5216   0.2474   0.0536   0.0273   0.0086   0.0064   0.0150
   2.1210418152   2.1176549611   1.48753  3.82420    1.4935   1.4006   1.4108   0.9910   0.7511   0.5202   0.2464   0.0531   0.0268   0.0081   0.0059   0.0145
   2.1212725661   2.1178831489   1.48833  3.82441    1.4904   1.3976   1.4078   0.9888   0.7493   0.5188   0.2455   0.0526   0.0264   0.0077   0.0055   0.0140
   2.1215033170   2.1181113548   1.48916  3.82463    1.4872   1.3944   1.4046   0.9865   0.7474   0.5173   0.2446   0.0522   0.0260   0.0073   0.0051   0.0135
   2.1217340679   2.1183395000   1.49003  3.82488    1.4838   1.3911   1.4013   0.9840   0.7455   0.5159   0.2437   0.0518   0.0256   0.0070   0.0048   0.0131
   2.1219648188   2.1185675665   1.49093  3.82514    1.4803   1.3876   1.3977   0.9815   0.7435   0.5144   0.2428   0.0514   0.0253   0.0067   0.0046   0.0128
   2.1221955697   2.1187955656   1.49186  3.82542    1.4766   1.3840   1.3941   0.9789   0.7414   0.5128   0.2420   0.0511   0.0251   0.0065   0.0043   0.0125
   2.1224263205   2.1190234922   1.49282  3.82572    1.4727   1.3802   1.3903   0.9762   0.7394   0.5113   0.2411   0.0509   0.0249   0.0064   0.0042   0.0123
   2.1226570714   2.1192514910   1.49381  3.82604    1.4687   1.3762   1.3863   0.9734   0.7372   0.5097   0.2403   0.0508   0.0248   0.0063   0.0041   0.0122
   2.1228878223   2.1194798373   1.49482  3.82637    1.4645   1.3721   1.3821   0.9705   0.7350   0.5082   0.2395   0.0507   0.0248   0.0063   0.0042   0.0121
   2.1231185732   2.1197075450   1.49588  3.82673    1.4601   1.3678   1.3778   0.9676   0.7327   0.5066   0.2388   0.0507   0.0249   0.0064   0.0043   0.0121
   2.1233493241   2.1199359879   1.49697  3.82712    1.4556   1.3633   1.3733   0.9644   0.7304   0.5050   0.2380   0.0507   0.0250   0.0066   0.0044   0.0122
   2.1235800750   2.1201635483   1.49811  3.82753    1.4508   1.3586   1.3685   0.9612   0.7280   0.5033   0.2373   0.0509   0.0252   0.0068   0.0046   0.0124
   2.1238108259   2.1203917943   1.49930  3.82796    1.4458   1.3537   1.3635   0.9578   0.7255   0.5016   0.2366   0.0511   0.0255   0.0071   0.0050   0.0126
   2.1240415768   2.1206198580   1.50053  3.82843    1.4406   1.3485   1.3583   0.9543   0.7229   0.4999   0.2360   0.0513   0.0259   0.0075   0.0054   0.0129
   2.1242723277   2.1208480179   1.50183  3.82892    1.4351   1.3431   1.3528   0.9506   0.7202   0.4981   0.2354   0.0517   0.0263   0.0080   0.0059   0.0134
   2.1245030786   2.1210761055   1.50318  3.82946    1.4293   1.3373   1.3470   0.9467   0.7174   0.4963   0.2348   0.0522   0.0269   0.0087   0.0066   0.0139
   2.1247338295   2.1213040901   1.50460  3.83004    1.4233   1.3312   1.3409   0.9426   0.7145   0.4945   0.2343   0.0528   0.0277   0.0094   0.0073   0.0146
   2.1249645804   2.1215319635   1.50612  3.83066    1.4168   1.3248   1.3344   0.9383   0.7114   0.4926   0.2338   0.0536   0.0285   0.0103   0.0082   0.0154
   2.1251953313   2.1217604200   1.50773  3.83134    1.4100   1.3178   1.3274   0.9337   0.7081   0.4906   0.2333   0.0545   0.0295   0.0114   0.0093   0.0164
   2.1254260822   2.1219880492   1.50943  3.83208    1.4027   1.3105   1.3199   0.9288   0.7047   0.4886   0.2330   0.0556   0.0308   0.0126   0.0106   0.0176
   2.1256568331   2.1222164156   1.51123  3.83287    1.3950   1.3026   1.3120   0.9237   0.7011   0.4865   0.2327   0.0569   0.0322   0.0141   0.0121   0.0190
   2.1258875840   2.1224441861   1.51316  3.83375    1.3868   1.2942   1.3035   0.9181   0.6974   0.4843   0.2325   0.0584   0.0339   0.0159   0.0138   0.0206
   2.1261183349   2.1226720227   1.51523  3.83470    1.3780   1.2851   1.2943   0.9122   0.6933   0.4821   0.2324   0.0601   0.0358   0.0178   0.0157   0.0225
   2.1263490858   2.1229003232   1.51746  3.83575    1.3685   1.2753   1.2844   0.9058   0.6890   0.4798   0.2324   0.0622   0.0380   0.0201   0.0180   0.0246
   2.1265798367   2.1231279159   1.51986  3.83690    1.3581   1.2646   1.2736   0.8989   0.6844   0.4773   0.2326   0.0645   0.0405   0.0227   0.0206   0.0272
   2.1268105876   2.1233561616   1.52246  3.83816    1.3468   1.2530   1.2619   0.8914   0.6794   0.4747   0.2328   0.0673   0.0435   0.0257   0.0237   0.0301
   2.1270413385   2.1235843143   1.52530  3.83956    1.3342   1.2401   1.2488   0.8832   0.6740   0.4719   0.2332   0.0704   0.0469   0.0292   0.0272   0.0335
   2.1272720894   2.1238122616   1.52846  3.84112    1.3201   1.2256   1.2342   0.8740   0.6680   0.4689   0.2337   0.0741   0.0508   0.0332   0.0312   0.0373
   2.1275028403   2.1240399544   1.53207  3.84289    1.3040   1.2091   1.2176   0.8636   0.6611   0.4654   0.2342   0.0782   0.0552   0.0377   0.0358   0.0417
   2.1277335912   2.1242680342   1.53609  3.84491    1.2865   1.1909   1.1993   0.8521   0.6536   0.4618   0.2351   0.0829   0.0603   0.0430   0.0410   0.0468
   2.1279643421   2.1244959845   1.54057  3.84718    1.2680   1.1712   1.1794   0.8395   0.6456   0.4580   0.2363   0.0884   0.0661   0.0489   0.0470   0.0527
   2.1281950930   2.1247234137   1.54601  3.84984    1.2468   1.1481   1.1561   0.8245   0.6359   0.4534   0.2373   0.0942   0.0723   0.0553   0.0534   0.0591
   2.1284258439   2.1249516736   1.55261  3.85304    1.2211   1.1200   1.1278   0.8063   0.6241   0.4477   0.2384   0.1012   0.0798   0.0629   0.0609   0.0667
   2.1286565948   2.1251796145   1.56074  3.85693    1.1890   1.0853   1.0928   0.7838   0.6094   0.4405   0.2396   0.1097   0.0889   0.0722   0.0702   0.0760
   2.1288873457   2.1254074645   1.57121  3.86178    1.1493   1.0420   1.0492   0.7554   0.5908   0.4314   0.2407   0.1196   0.0996   0.0830   0.0810   0.0869
   2.1291180966   2.1256348592   1.58595  3.86816    1.0968   0.9841   0.9908   0.7168   0.5651   0.4177   0.2401   0.1301   0.1110   0.0948   0.0928   0.0989
   2.1293488475   2.1258629523   1.60865  3.87709    1.0189   0.8980   0.9040   0.6580   0.5245   0.3946   0.2351   0.1405   0.1226   0.1066   0.1049   0.1113
   2.1295795984   2.1260903416   1.63210  3.88672    0.9409   0.8102   0.8157   0.6006   0.4867   0.3749   0.2337   0.1542   0.1376   0.1219   0.1203   0.1270
   2.1295964737   2.1261071911   1.62997  3.88657    0.9465   0.8162   0.8216   0.6060   0.4917   0.3796   0.2381   0.1584   0.1417   0.1261   0.1245   0.1311
   2.1296133490   2.1261240405   1.62620  3.88605    0.9569   0.8275   0.8329   0.6154   0.5000   0.3869   0.2444   0.1638   0.1471   0.1315   0.1299   0.1365
   2.1296302242   2.1261401877   1.62111  3.88523    0.9711   0.8430   0.8486   0.6281   0.5110   0.3962   0.2522   0.1702   0.1534   0.1378   0.1362   0.1428
   2.1296470995   2.1261570359   1.61488  3.88411    0.9888   0.8623   0.8680   0.6437   0.5242   0.4071   0.2610   0.1772   0.1603   0.1447   0.1430   0.1497
   2.1296639748   2.1261735899   1.60779  3.88273    1.0092   0.8847   0.8904   0.6615   0.5390   0.4192   0.2705   0.1844   0.1673   0.1517   0.1500   0.1566
   2.1296808501   2.1261904384   1.60017  3.88111    1.0313   0.9090   0.9148   0.6805   0.5547   0.4317   0.2798   0.1911   0.1738   0.1582   0.1565   0.1631
   2.1296977254   2.1262072879   1.59241  3.87928    1.0541   0.9341   0.9401   0.6998   0.5701   0.4437   0.2884   0.1968   0.1793   0.1636   0.1620   0.1685
   2.1297146007   2.1262234380   1.58491  3.87731    1.0766   0.9590   0.9650   0.7183   0.5846   0.4545   0.2955   0.2008   0.1831   0.1673   0.1656   0.1721
   2.1297314760   2.1262402841   1.57805  3.87523    1.0981   0.9827   0.9888   0.7354   0.5975   0.4635   0.3005   0.2025   0.1845   0.1687   0.1669   0.1734
   2.1297483513   2.1262568381   1.57217  3.87312    1.1176   1.0043   1.0106   0.7506   0.6083   0.4702   0.3029   0.2013   0.1830   0.1671   0.1653   0.1717
   2.1297652265   2.1262736857   1.56752  3.87102    1.1345   1.0229   1.0294   0.7629   0.6164   0.4741   0.3025   0.1971   0.1785   0.1626   0.1607   0.1670
   2.1297821018   2.1262905352   1.56422  3.86899    1.1478   1.0378   1.0444   0.7718   0.6212   0.4749   0.2991   0.1901   0.1712   0.1552   0.1533   0.1595
   2.1297989771   2.1263073203   1.56215  3.86705    1.1578   1.0491   1.0559   0.7774   0.6229   0.4730   0.2932   0.1808   0.1617   0.1456   0.1436   0.1497
   2.1298158524   2.1263235372   1.56123  3.86521    1.1647   1.0571   1.0640   0.7800   0.6219   0.4686   0.2850   0.1696   0.1502   0.1339   0.1320   0.1380
   2.1298327277   2.1263402847   1.56122  3.86348    1.1691   1.0624   1.0695   0.7803   0.6189   0.4624   0.2752   0.1568   0.1372   0.1208   0.1188   0.1248
   2.1298496030   2.1263569348   1.56190  3.86184    1.1719   1.0659   1.0731   0.7790   0.6144   0.4548   0.2642   0.1430   0.1231   0.1066   0.1046   0.1106
   2.1298664783   2.1263737826   1.56316  3.86029    1.1731   1.0677   1.0749   0.7763   0.6086   0.4461   0.2524   0.1285   0.1083   0.0918   0.0898   0.0956
   2.1298833536   2.1263906320   1.56478  3.85883    1.1734   1.0684   1.0757   0.7727   0.6022   0.4370   0.2401   0.1137   0.0933   0.0766   0.0746   0.0804
   2.1299002288   2.1264067871   1.56661  3.85744    1.1731   1.0684   1.0758   0.7686   0.5954   0.4276   0.2278   0.0989   0.0782   0.0614   0.0595   0.0653
   2.1299171041   2.1264236248   1.56855  3.85611    1.1725   1.0681   1.0756   0.7643   0.5885   0.4182   0.2156   0.0843   0.0633   0.0465   0.0445   0.0503
   2.1299339794   2.1264401833   1.57050  3.85483    1.1718   1.0676   1.0752   0.7600   0.5817   0.4090   0.2037   0.0700   0.0488   0.0319   0.0299   0.0357
   2.1299508547   2.1264570299   1.57240  3.85360    1.1711   1.0671   1.0748   0.7558   0.5751   0.4001   0.1921   0.0562   0.0348   0.0178   0.0158   0.0216
   2.1299677300   2.1264738794   1.57422  3.85240    1.1705   1.0666   1.0744   0.7518   0.5687   0.3916   0.1809   0.0429   0.0213   0.0042   0.0022   0.0079
   2.1299846053   2.1264903476   1.57594  3.85123    1.1699   1.0663   1.0742   0.7480   0.5627   0.3834   0.1702   0.0301   0.0083  -0.0089  -0.0109  -0.0052
   2.1300014806   2.1265067521   1.57754  3.85010    1.1694   1.0660   1.0740   0.7444   0.5569   0.3755   0.1600   0.0179  -0.0041  -0.0214  -0.0234  -0.0177
   2.1300183559   2.1265234296   1.57902  3.84899    1.1690   1.0660   1.0741   0.7411   0.5515   0.3681   0.1502   0.0062  -0.0160  -0.0334  -0.0353  -0.0297
   2.1300352312   2.1265402773   1.58038  3.84791    1.1690   1.0662   1.0743   0.7382   0.5465   0.3611   0.1409  -0.0050  -0.0274  -0.0449  -0.0468  -0.0412
   2.1300521064   2.1265571267   1.58162  3.84685    1.1693   1.0667   1.0749   0.7355   0.5418   0.3544   0.1320  -0.0158  -0.0384  -0.0559  -0.0579  -0.0523
   2.1300689817   2.1265737413   1.58276  3.84582    1.1700   1.0675   1.0758   0.7332   0.5374   0.3482   0.1234  -0.0261  -0.0489  -0.0665  -0.0685  -0.0629
   2.1300858570   2.1265900706   1.58380  3.84480    1.1711   1.0687   1.0770   0.7311   0.5334   0.3423   0.1153  -0.0361  -0.0591  -0.0768  -0.0788  -0.0731
   2.1301027323   2.1266066777   1.58475  3.84381    1.1725   1.0701   1.0785   0.7293   0.5297   0.3367   0.1075  -0.0458  -0.0689  -0.0867  -0.0887  -0.0830
   2.1301196076   2.1266235246   1.58562  3.84283    1.1743   1.0718   1.0802   0.7278   0.5263   0.3314   0.1001  -0.0551  -0.0785  -0.0963  -0.0984  -0.0926
   2.1301364829   2.1266403741   1.58640  3.84187    1.1763   1.0737   1.0822   0.7265   0.5231   0.3265   0.0930  -0.0641  -0.0876  -0.1056  -0.1076  -0.1018
   2.1301533582   2.1266567723   1.58711  3.84093    1.1785   1.0757   1.0843   0.7254   0.5201   0.3218   0.0861  -0.0728  -0.0965  -0.1145  -0.1166  -0.1107
   2.1301702335   2.1266732170   1.58776  3.84000    1.1808   1.0779   1.0865   0.7245   0.5173   0.3173   0.0795  -0.0813  -0.1051  -0.1232  -0.1253  -0.1193
   2.1301871087   2.1266899239   1.58836  3.83910    1.1831   1.0801   1.0888   0.7236   0.5147   0.3129   0.0731  -0.0894  -0.1134  -0.1316  -0.1337  -0.1276
   2.1302039840   2.1267067317   1.58891  3.83820    1.1854   1.0823   1.0911   0.7229   0.5122   0.3088   0.0670  -0.0973  -0.1215  -0.1398  -0.1419  -0.1357
   2.1302208593   2.1267230465   1.58941  3.83733    1.1877   1.0845   1.0934   0.7223   0.5099   0.3048   0.0610  -0.1050  -0.1293  -0.1476  -0.1497  -0.1435
   2.1302377346   2.1267395504   1.58987  3.83647    1.1900   1.0867   1.0957   0.7217   0.5077   0.3010   0.0553  -0.1123  -0.1368  -0.1552  -0.1573  -0.1510
   2.1302546099   2.1267563211   1.59028  3.83562    1.1923   1.0890   1.0981   0.7213   0.5056   0.2973   0.0497  -0.1195  -0.1442  -0.1626  -0.1647  -0.1583
   2.1302714852   2.1267731698   1.59066  3.83478    1.1947   1.0914   1.1005   0.7209   0.5036   0.2938   0.0443  -0.1265  -0.1513  -0.1698  -0.1720  -0.1655
   2.1302883605   2.1267900193   1.59099  3.83396    1.1972   1.0938   1.1030   0.7207   0.5017   0.2904   0.0391  -0.1333  -0.1582  -0.1768  -0.1789  -0.1724
   2.1303052358   2.1268065166   1.59129  3.83315    1.1997   1.0963   1.1056   0.7205   0.5000   0.2872   0.0340  -0.1399  -0.1650  -0.1836  -0.1857  -0.1791
   2.1303221111   2.1268228741   1.59157  3.83235    1.2024   1.0988   1.1082   0.7204   0.4984   0.2841   0.0291  -0.1463  -0.1716  -0.1902  -0.1924  -0.1857
   2.1303389863   2.1268395689   1.59182  3.83157    1.2051   1.1014   1.1109   0.7204   0.4968   0.2810   0.0243  -0.1526  -0.1780  -0.1967  -0.1989  -0.1921
   2.1303558616   2.1268564172   1.59205  3.83080    1.2079   1.1040   1.1136   0.7205   0.4953   0.2781   0.0197  -0.1587  -0.1843  -0.2031  -0.2052  -0.1984
   2.1303727369   2.1268730945   1.59225  3.83004    1.2108   1.1067   1.1163   0.7206   0.4939   0.2754   0.0152  -0.1647  -0.1904  -0.2093  -0.2114  -0.2045
   2.1303896122   2.1268893911   1.59243  3.82929    1.2138   1.1094   1.1191   0.7208   0.4926   0.2727   0.0108  -0.1706  -0.1965  -0.2154  -0.2175  -0.2105
   2.1304064875   2.1269059673   1.59259  3.82855    1.2168   1.1122   1.1220   0.7210   0.4914   0.2701   0.0065  -0.1763  -0.2023  -0.2213  -0.2235  -0.2163
   2.1304233628   2.1269226831   1.59274  3.82783    1.2199   1.1150   1.1249   0.7213   0.4902   0.2676   0.0023  -0.1819  -0.2081  -0.2271  -0.2293  -0.2220
   2.1304402381   2.1269389961   1.59286  3.82712    1.2231   1.1179   1.1278   0.7216   0.4891   0.2652  -0.0017  -0.1874  -0.2137  -0.2328  -0.2350  -0.2275
   2.1304571134   2.1269555175   1.59296  3.82641    1.2264   1.1208   1.1307   0.7220   0.4881   0.2629  -0.0057  -0.1927  -0.2192  -0.2383  -0.2405  -0.2330
   2.1304739886   2.1269723635   1.59305  3.82572    1.2297   1.1237   1.1337   0.7224   0.4872   0.2607  -0.0095  -0.1979  -0.2245  -0.2438  -0.2460  -0.2383
   2.1304908639   2.1269892129   1.59313  3.82504    1.2331   1.1266   1.1367   0.7228   0.4863   0.2585  -0.0132  -0.2030  -0.2298  -0.2491  -0.2513  -0.2434
   2.1305077392   2.1270059110   1.59319  3.82437    1.2364   1.1295   1.1397   0.7233   0.4854   0.2564  -0.0169  -0.2081  -0.2349  -0.2543  -0.2566  -0.2485
   2.1305246145   2.1270221935   1.59324  3.82371    1.2398   1.1325   1.1427   0.7238   0.4846   0.2545  -0.0204  -0.2130  -0.2400  -0.2593  -0.2617  -0.2534
   2.1305414898   2.1270387619   1.59327  3.82307    1.2432   1.1354   1.1457   0.7244   0.4839   0.2525  -0.0239  -0.2178  -0.2449  -0.2643  -0.2666  -0.2582
   2.1305583651   2.1270556108   1.59329  3.82242    1.2466   1.1383   1.1487   0.7250   0.4832   0.2507  -0.0273  -0.2225  -0.2497  -0.2692  -0.2715  -0.2630
   2.1305752404   2.1270720211   1.59329  3.82179    1.2499   1.1413   1.1517   0.7256   0.4826   0.2489  -0.0305  -0.2270  -0.2544  -0.2739  -0.2763  -0.2676
   2.1305921157   2.1270883097   1.59328  3.82117    1.2533   1.1442   1.1546   0.7262   0.4820   0.2471  -0.0338  -0.2315  -0.2590  -0.2786  -0.2810  -0.2721
   2.1306736766   2.1271688219   1.59309  3.81827    1.2683   1.1578   1.1685   0.7294   0.4795   0.2394  -0.0482  -0.2518  -0.2798  -0.2997  -0.3021  -0.2926
   2.1307552375   2.1272491956   1.59270  3.81553    1.2828   1.1710   1.1820   0.7329   0.4777   0.2326  -0.0613  -0.2704  -0.2989  -0.3190  -0.3214  -0.3114
   2.1308367984   2.1273295156   1.59216  3.81293    1.2984   1.1846   1.1959   0.7370   0.4766   0.2268  -0.0732  -0.2875  -0.3166  -0.3370  -0.3394  -0.3287
   2.1309183593   2.1274097388   1.59144  3.81046    1.3162   1.1991   1.2106   0.7417   0.4763   0.2220  -0.0840  -0.3034  -0.3331  -0.3538  -0.3563  -0.3444
   2.1309999202   2.1274896004   1.59061  3.80812    1.3347   1.2137   1.2255   0.7467   0.4766   0.2181  -0.0938  -0.3182  -0.3485  -0.3695  -0.3719  -0.3589
   2.1310814812   2.1275698195   1.58967  3.80590    1.3526   1.2279   1.2400   0.7519   0.4773   0.2148  -0.1027  -0.3318  -0.3626  -0.3839  -0.3863  -0.3721
   2.1311630421   2.1276503263   1.58864  3.80379    1.3693   1.2415   1.2539   0.7570   0.4783   0.2120  -0.1107  -0.3442  -0.3755  -0.3970  -0.3995  -0.3843
   2.1312446030   2.1277302945   1.58751  3.80180    1.3853   1.2546   1.2672   0.7623   0.4795   0.2097  -0.1178  -0.3555  -0.3873  -0.4090  -0.4115  -0.3953
   2.1313261639   2.1278105155   1.58631  3.79990    1.4010   1.2676   1.2804   0.7677   0.4811   0.2079  -0.1242  -0.3658  -0.3981  -0.4201  -0.4225  -0.4054
   2.1314077248   2.1278907396   1.58505  3.79808    1.4170   1.2805   1.2934   0.7732   0.4830   0.2065  -0.1300  -0.3755  -0.4082  -0.4305  -0.4329  -0.4148
   2.1314892857   2.1279707292   1.58372  3.79635    1.4330   1.2932   1.3064   0.7789   0.4852   0.2057  -0.1352  -0.3843  -0.4175  -0.4400  -0.4424  -0.4233
   2.1315708467   2.1280512134   1.58232  3.79469    1.4492   1.3060   1.3195   0.7848   0.4877   0.2052  -0.1398  -0.3925  -0.4261  -0.4488  -0.4513  -0.4311
   2.1316524076   2.1281311121   1.58082  3.79309    1.4658   1.3189   1.3326   0.7909   0.4906   0.2052  -0.1438  -0.4001  -0.4341  -0.4571  -0.4595  -0.4383
   2.1317339685   2.1282114907   1.57924  3.79154    1.4827   1.3320   1.3458   0.7972   0.4938   0.2057  -0.1474  -0.4070  -0.4415  -0.4648  -0.4672  -0.4448
   2.1318155294   2.1282913664   1.57759  3.79003    1.4997   1.3450   1.3590   0.8038   0.4972   0.2064  -0.1505  -0.4135  -0.4483  -0.4719  -0.4743  -0.4508
   2.1318970903   2.1283715028   1.57585  3.78858    1.5165   1.3580   1.3722   0.8104   0.5010   0.2075  -0.1532  -0.4194  -0.4546  -0.4784  -0.4808  -0.4562
   2.1319786513   2.1284518179   1.57404  3.78718    1.5331   1.3709   1.3852   0.8172   0.5049   0.2089  -0.1554  -0.4247  -0.4603  -0.4844  -0.4867  -0.4611
   2.1320602122   2.1285322164   1.57215  3.78580    1.5494   1.3836   1.3981   0.8241   0.5090   0.2106  -0.1572  -0.4296  -0.4655  -0.4898  -0.4922  -0.4655
   2.1321417731   2.1286117748   1.57017  3.78446    1.5653   1.3963   1.4110   0.8311   0.5133   0.2125  -0.1587  -0.4340  -0.4702  -0.4948  -0.4971  -0.4695
   2.1322233340   2.1286921261   1.56810  3.78314    1.5810   1.4091   1.4239   0.8382   0.5178   0.2147  -0.1599  -0.4380  -0.4746  -0.4993  -0.5016  -0.4731
   2.1323048949   2.1287724375   1.56595  3.78183    1.5968   1.4219   1.4369   0.8456   0.5225   0.2172  -0.1607  -0.4416  -0.4786  -0.5034  -0.5058  -0.4763
   2.1323864558   2.1288523188   1.56370  3.78054    1.6130   1.4350   1.4502   0.8532   0.5275   0.2200  -0.1612  -0.4449  -0.4822  -0.5072  -0.5096  -0.4792
   2.1324680168   2.1289324680   1.56135  3.77927    1.6299   1.4484   1.4638   0.8612   0.5329   0.2231  -0.1613  -0.4478  -0.4854  -0.5107  -0.5131  -0.4817
   2.1325495777   2.1290127762   1.55890  3.77801    1.6476   1.4623   1.4778   0.8695   0.5387   0.2267  -0.1610  -0.4504  -0.4884  -0.5138  -0.5163  -0.4839
   2.1326311386   2.1290929407   1.55634  3.77675    1.6663   1.4767   1.4924   0.8783   0.5448   0.2306  -0.1605  -0.4527  -0.4910  -0.5168  -0.5192  -0.4856
   2.1327126995   2.1291729013   1.55366  3.77551    1.6859   1.4915   1.5074   0.8875   0.5514   0.2350  -0.1595  -0.4547  -0.4934  -0.5194  -0.5219  -0.4871
   2.1327942604   2.1292532041   1.55086  3.77427    1.7061   1.5067   1.5228   0.8970   0.5583   0.2397  -0.1582  -0.4563  -0.4953  -0.5217  -0.5242  -0.4881
   2.1328758213   2.1293333785   1.54794  3.77304    1.7267   1.5223   1.5386   0.9069   0.5656   0.2448  -0.1565  -0.4576  -0.4969  -0.5236  -0.5261  -0.4887
   2.1329573823   2.1294137444   1.54488  3.77181    1.7476   1.5382   1.5546   0.9171   0.5733   0.2502  -0.1545  -0.4585  -0.4981  -0.5252  -0.5277  -0.4890
