# Isochrone from from BaSTI-IAC database
# Scaled solar models & transformations  -  Johnson-Cousins
#========================================================================================================================================================================================================
#========================================================================================================================================================================================================
#  Np = 2100   [M/H] = 0.150   Z = 0.0208100   Y = 0.27419542   Age (Myr) = 20.000
#========================================================================================================================================================================================================
#    M/Mo(ini)     M/Mo(fin)    log(L/Lo)  logTe        U       BX        B        V        R        I        J        H        K       L'        L        M
#========================================================================================================================================================================================================
  10.8641701020  10.8641701020   4.43333  3.56786   -0.5918  -3.0401  -2.9905  -4.7943  -5.7491  -6.7467  -8.0035  -8.8697  -9.0754  -9.2253  -9.2357  -8.9233
  10.8641893739  10.8641893739   4.43389  3.56780   -0.5918  -3.0400  -2.9904  -4.7943  -5.7494  -6.7478  -8.0051  -8.8714  -9.0772  -9.2271  -9.2376  -8.9251
  10.8642086458  10.8642086458   4.43445  3.56774   -0.5917  -3.0399  -2.9903  -4.7943  -5.7496  -6.7488  -8.0066  -8.8731  -9.0790  -9.2290  -9.2394  -8.9269
  10.8642279177  10.8642279177   4.43502  3.56769   -0.5917  -3.0397  -2.9901  -4.7942  -5.7499  -6.7498  -8.0081  -8.8748  -9.0808  -9.2308  -9.2412  -8.9287
  10.8642471896  10.8642471896   4.43558  3.56763   -0.5917  -3.0396  -2.9900  -4.7942  -5.7502  -6.7509  -8.0096  -8.8765  -9.0825  -9.2326  -9.2430  -8.9305
  10.8642664615  10.8642664615   4.43614  3.56757   -0.5916  -3.0395  -2.9899  -4.7942  -5.7504  -6.7519  -8.0112  -8.8782  -9.0843  -9.2344  -9.2449  -8.9323
  10.8642857334  10.8642857334   4.43668  3.56751   -0.5915  -3.0393  -2.9897  -4.7940  -5.7505  -6.7529  -8.0126  -8.8798  -9.0861  -9.2362  -9.2466  -8.9340
  10.8643050053  10.8643050053   4.43722  3.56745   -0.5914  -3.0390  -2.9894  -4.7938  -5.7507  -6.7538  -8.0141  -8.8815  -9.0878  -9.2379  -9.2484  -8.9358
  10.8643242772  10.8643242772   4.43775  3.56739   -0.5912  -3.0387  -2.9891  -4.7936  -5.7508  -6.7547  -8.0155  -8.8831  -9.0895  -9.2397  -9.2502  -8.9375
  10.8643435491  10.8643435491   4.43827  3.56733   -0.5911  -3.0384  -2.9889  -4.7934  -5.7509  -6.7557  -8.0170  -8.8847  -9.0912  -9.2414  -9.2519  -8.9393
  10.8643628210  10.8643628210   4.43880  3.56727   -0.5910  -3.0382  -2.9886  -4.7932  -5.7509  -6.7566  -8.0184  -8.8864  -9.0929  -9.2431  -9.2537  -8.9410
  10.8643820929  10.8643820929   4.43934  3.56720   -0.5908  -3.0379  -2.9883  -4.7929  -5.7510  -6.7576  -8.0199  -8.8880  -9.0947  -9.2449  -9.2555  -8.9428
  10.8644013648  10.8644013648   4.43989  3.56714   -0.5907  -3.0376  -2.9880  -4.7927  -5.7511  -6.7585  -8.0214  -8.8897  -9.0964  -9.2467  -9.2573  -8.9446
  10.8644206367  10.8644206367   4.44043  3.56708   -0.5905  -3.0373  -2.9877  -4.7925  -5.7512  -6.7595  -8.0229  -8.8914  -9.0982  -9.2485  -9.2591  -8.9464
  10.8644399086  10.8644399086   4.44096  3.56702   -0.5904  -3.0370  -2.9874  -4.7923  -5.7513  -6.7604  -8.0243  -8.8931  -9.0999  -9.2503  -9.2608  -8.9481
  10.8644591805  10.8644591805   4.44150  3.56696   -0.5902  -3.0367  -2.9872  -4.7921  -5.7514  -6.7613  -8.0258  -8.8947  -9.1016  -9.2520  -9.2626  -8.9499
  10.8644784524  10.8644784524   4.44203  3.56690   -0.5901  -3.0364  -2.9869  -4.7918  -5.7515  -6.7623  -8.0273  -8.8964  -9.1034  -9.2538  -9.2644  -8.9517
  10.8644977242  10.8644977242   4.44256  3.56684   -0.5900  -3.0362  -2.9867  -4.7917  -5.7516  -6.7632  -8.0287  -8.8980  -9.1051  -9.2555  -9.2661  -8.9534
  10.8645169961  10.8645169961   4.44309  3.56678   -0.5899  -3.0359  -2.9864  -4.7915  -5.7517  -6.7642  -8.0302  -8.8996  -9.1068  -9.2573  -9.2679  -8.9551
  10.8645362680  10.8645362680   4.44361  3.56672   -0.5898  -3.0357  -2.9862  -4.7913  -5.7518  -6.7651  -8.0316  -8.9012  -9.1084  -9.2590  -9.2696  -8.9568
  10.8645555399  10.8645555399   4.44412  3.56666   -0.5897  -3.0355  -2.9859  -4.7911  -5.7519  -6.7660  -8.0330  -8.9028  -9.1101  -9.2606  -9.2713  -8.9585
  10.8645748118  10.8645748118   4.44461  3.56661   -0.5896  -3.0352  -2.9857  -4.7909  -5.7520  -6.7668  -8.0343  -8.9043  -9.1117  -9.2623  -9.2729  -8.9601
  10.8645940837  10.8645940837   4.44510  3.56655   -0.5894  -3.0349  -2.9854  -4.7907  -5.7521  -6.7677  -8.0357  -8.9058  -9.1133  -9.2639  -9.2745  -8.9617
  10.8646133556  10.8646133556   4.44560  3.56649   -0.5893  -3.0347  -2.9851  -4.7905  -5.7522  -6.7686  -8.0370  -8.9073  -9.1149  -9.2655  -9.2762  -8.9634
  10.8646326275  10.8646326275   4.44608  3.56644   -0.5892  -3.0344  -2.9849  -4.7903  -5.7522  -6.7694  -8.0383  -8.9088  -9.1164  -9.2671  -9.2778  -8.9649
  10.8646518994  10.8646518994   4.44656  3.56638   -0.5891  -3.0342  -2.9847  -4.7901  -5.7523  -6.7703  -8.0396  -8.9103  -9.1180  -9.2687  -9.2794  -8.9665
  10.8646711713  10.8646711713   4.44703  3.56633   -0.5890  -3.0339  -2.9844  -4.7899  -5.7524  -6.7711  -8.0409  -8.9118  -9.1195  -9.2702  -9.2809  -8.9681
  10.8646904432  10.8646904432   4.44751  3.56628   -0.5889  -3.0337  -2.9842  -4.7897  -5.7525  -6.7719  -8.0422  -8.9132  -9.1210  -9.2718  -9.2825  -8.9696
  10.8647097151  10.8647097151   4.44797  3.56622   -0.5887  -3.0334  -2.9839  -4.7895  -5.7526  -6.7728  -8.0435  -8.9147  -9.1225  -9.2733  -9.2840  -8.9712
  10.8647289870  10.8647289870   4.44844  3.56617   -0.5886  -3.0332  -2.9837  -4.7893  -5.7526  -6.7736  -8.0448  -8.9161  -9.1240  -9.2748  -9.2856  -8.9727
  10.8647482589  10.8647482589   4.44890  3.56612   -0.5885  -3.0330  -2.9835  -4.7891  -5.7527  -6.7744  -8.0460  -8.9175  -9.1255  -9.2763  -9.2871  -8.9742
  10.8647675308  10.8647675308   4.44935  3.56607   -0.5884  -3.0327  -2.9833  -4.7890  -5.7528  -6.7752  -8.0473  -8.9189  -9.1270  -9.2778  -9.2886  -8.9757
  10.8647868027  10.8647868027   4.44977  3.56602   -0.5884  -3.0325  -2.9830  -4.7888  -5.7529  -6.7759  -8.0484  -8.9202  -9.1283  -9.2792  -9.2900  -8.9771
  10.8648060746  10.8648060746   4.45019  3.56598   -0.5883  -3.0323  -2.9828  -4.7886  -5.7530  -6.7767  -8.0496  -8.9215  -9.1297  -9.2806  -9.2914  -8.9784
  10.8648253465  10.8648253465   4.45060  3.56593   -0.5882  -3.0321  -2.9826  -4.7885  -5.7530  -6.7774  -8.0507  -8.9228  -9.1310  -9.2820  -9.2927  -8.9798
  10.8648446184  10.8648446184   4.45102  3.56588   -0.5881  -3.0319  -2.9824  -4.7883  -5.7531  -6.7781  -8.0518  -8.9240  -9.1323  -9.2833  -9.2941  -8.9812
  10.8648638902  10.8648638902   4.45143  3.56584   -0.5880  -3.0317  -2.9822  -4.7881  -5.7532  -6.7789  -8.0530  -8.9253  -9.1337  -9.2847  -9.2955  -8.9825
  10.8648831621  10.8648831621   4.45183  3.56579   -0.5879  -3.0315  -2.9820  -4.7880  -5.7532  -6.7796  -8.0540  -8.9265  -9.1349  -9.2860  -9.2968  -8.9838
  10.8649024340  10.8649024340   4.45222  3.56575   -0.5879  -3.0313  -2.9819  -4.7878  -5.7533  -6.7803  -8.0551  -8.9277  -9.1362  -9.2873  -9.2981  -8.9851
  10.8649217059  10.8649217059   4.45262  3.56570   -0.5878  -3.0311  -2.9817  -4.7877  -5.7534  -6.7810  -8.0562  -8.9290  -9.1375  -9.2886  -9.2994  -8.9864
  10.8649409778  10.8649409778   4.45301  3.56566   -0.5877  -3.0309  -2.9815  -4.7875  -5.7535  -6.7816  -8.0573  -8.9301  -9.1387  -9.2898  -9.3007  -8.9877
  10.8649602497  10.8649602497   4.45336  3.56562   -0.5877  -3.0308  -2.9813  -4.7874  -5.7535  -6.7823  -8.0582  -8.9312  -9.1398  -9.2910  -9.3018  -8.9888
  10.8649795216  10.8649795216   4.45369  3.56559   -0.5876  -3.0306  -2.9812  -4.7873  -5.7536  -6.7828  -8.0591  -8.9322  -9.1409  -9.2921  -9.3029  -8.9899
  10.8649987935  10.8649987935   4.45402  3.56555   -0.5875  -3.0304  -2.9810  -4.7872  -5.7537  -6.7834  -8.0600  -8.9333  -9.1420  -9.2931  -9.3040  -8.9910
  10.8650180654  10.8650180654   4.45436  3.56551   -0.5875  -3.0303  -2.9809  -4.7870  -5.7537  -6.7840  -8.0609  -8.9343  -9.1431  -9.2942  -9.3051  -8.9921
  10.8650373373  10.8650373373   4.45469  3.56548   -0.5874  -3.0301  -2.9807  -4.7869  -5.7538  -6.7846  -8.0618  -8.9353  -9.1441  -9.2953  -9.3062  -8.9932
  10.8650566092  10.8650566092   4.45502  3.56544   -0.5874  -3.0300  -2.9806  -4.7868  -5.7539  -6.7852  -8.0627  -8.9363  -9.1452  -9.2964  -9.3073  -8.9942
  10.8650758811  10.8650758811   4.45535  3.56540   -0.5873  -3.0298  -2.9804  -4.7867  -5.7539  -6.7858  -8.0636  -8.9373  -9.1462  -9.2975  -9.3084  -8.9953
  10.8650951530  10.8650951530   4.45568  3.56537   -0.5873  -3.0297  -2.9803  -4.7866  -5.7540  -6.7864  -8.0645  -8.9383  -9.1473  -9.2985  -9.3094  -8.9964
  10.8651144249  10.8651144249   4.45601  3.56533   -0.5872  -3.0295  -2.9801  -4.7864  -5.7541  -6.7869  -8.0654  -8.9393  -9.1483  -9.2996  -9.3105  -8.9974
  10.8651336968  10.8651336968   4.45633  3.56530   -0.5871  -3.0294  -2.9800  -4.7863  -5.7541  -6.7875  -8.0663  -8.9403  -9.1494  -9.3007  -9.3116  -8.9985
  10.8651529687  10.8651529687   4.45665  3.56526   -0.5871  -3.0292  -2.9798  -4.7862  -5.7542  -6.7881  -8.0672  -8.9413  -9.1504  -9.3017  -9.3126  -8.9996
  10.8651722406  10.8651722406   4.45695  3.56523   -0.5871  -3.0291  -2.9797  -4.7861  -5.7543  -6.7886  -8.0680  -8.9422  -9.1514  -9.3027  -9.3136  -9.0005
  10.8651915125  10.8651915125   4.45725  3.56520   -0.5870  -3.0290  -2.9796  -4.7860  -5.7543  -6.7892  -8.0688  -8.9431  -9.1523  -9.3037  -9.3146  -9.0015
  10.8652107844  10.8652107844   4.45755  3.56516   -0.5870  -3.0289  -2.9795  -4.7859  -5.7544  -6.7897  -8.0696  -8.9440  -9.1533  -9.3046  -9.3156  -9.0025
  10.8652300562  10.8652300562   4.45784  3.56513   -0.5869  -3.0287  -2.9793  -4.7858  -5.7544  -6.7902  -8.0704  -8.9449  -9.1542  -9.3056  -9.3165  -9.0034
  10.8652493281  10.8652493281   4.45814  3.56510   -0.5869  -3.0286  -2.9792  -4.7857  -5.7545  -6.7907  -8.0712  -8.9459  -9.1552  -9.3066  -9.3175  -9.0044
  10.8652686000  10.8652686000   4.45844  3.56507   -0.5868  -3.0285  -2.9791  -4.7856  -5.7546  -6.7913  -8.0721  -8.9468  -9.1561  -9.3075  -9.3185  -9.0054
  10.8652878719  10.8652878719   4.45873  3.56504   -0.5868  -3.0284  -2.9790  -4.7855  -5.7546  -6.7918  -8.0728  -8.9477  -9.1570  -9.3085  -9.3194  -9.0063
  10.8653071438  10.8653071438   4.45899  3.56501   -0.5868  -3.0282  -2.9789  -4.7854  -5.7547  -6.7923  -8.0736  -8.9485  -9.1579  -9.3094  -9.3203  -9.0072
  10.8653264157  10.8653264157   4.45926  3.56498   -0.5867  -3.0281  -2.9788  -4.7853  -5.7548  -6.7927  -8.0743  -8.9493  -9.1587  -9.3102  -9.3212  -9.0080
  10.8653456876  10.8653456876   4.45953  3.56495   -0.5867  -3.0280  -2.9786  -4.7853  -5.7548  -6.7932  -8.0750  -8.9501  -9.1596  -9.3111  -9.3221  -9.0089
  10.8653649595  10.8653649595   4.45979  3.56492   -0.5867  -3.0279  -2.9785  -4.7852  -5.7549  -6.7937  -8.0757  -8.9509  -9.1604  -9.3119  -9.3229  -9.0098
  10.8653842314  10.8653842314   4.46005  3.56489   -0.5866  -3.0278  -2.9784  -4.7851  -5.7550  -6.7941  -8.0764  -8.9517  -9.1612  -9.3128  -9.3238  -9.0106
  10.8654035033  10.8654035033   4.46030  3.56487   -0.5866  -3.0277  -2.9783  -4.7850  -5.7550  -6.7946  -8.0771  -8.9524  -9.1620  -9.3136  -9.3246  -9.0114
  10.8654227752  10.8654227752   4.46055  3.56484   -0.5866  -3.0276  -2.9782  -4.7850  -5.7551  -6.7950  -8.0778  -8.9532  -9.1628  -9.3144  -9.3254  -9.0122
  10.8654420471  10.8654420471   4.46078  3.56481   -0.5865  -3.0275  -2.9782  -4.7849  -5.7551  -6.7954  -8.0784  -8.9539  -9.1636  -9.3151  -9.3262  -9.0130
  10.8654613190  10.8654613190   4.46099  3.56479   -0.5865  -3.0274  -2.9781  -4.7848  -5.7552  -6.7958  -8.0790  -8.9546  -9.1643  -9.3158  -9.3269  -9.0137
  10.8654805909  10.8654805909   4.46120  3.56477   -0.5865  -3.0274  -2.9780  -4.7848  -5.7552  -6.7962  -8.0796  -8.9552  -9.1649  -9.3165  -9.3275  -9.0143
  10.8654998628  10.8654998628   4.46141  3.56475   -0.5865  -3.0273  -2.9779  -4.7847  -5.7553  -6.7966  -8.0801  -8.9558  -9.1656  -9.3172  -9.3282  -9.0150
  10.8655191347  10.8655191347   4.46161  3.56473   -0.5865  -3.0272  -2.9779  -4.7847  -5.7554  -6.7969  -8.0807  -8.9565  -9.1662  -9.3178  -9.3289  -9.0157
  10.8655384066  10.8655384066   4.46182  3.56470   -0.5865  -3.0271  -2.9778  -4.7846  -5.7554  -6.7973  -8.0813  -8.9571  -9.1669  -9.3185  -9.3295  -9.0163
  10.8655576785  10.8655576785   4.46202  3.56468   -0.5864  -3.0271  -2.9777  -4.7845  -5.7555  -6.7977  -8.0818  -8.9577  -9.1675  -9.3192  -9.3302  -9.0170
  10.8655769504  10.8655769504   4.46222  3.56466   -0.5864  -3.0270  -2.9776  -4.7845  -5.7555  -6.7980  -8.0824  -8.9583  -9.1682  -9.3198  -9.3309  -9.0176
  10.8655962222  10.8655962222   4.46243  3.56464   -0.5864  -3.0269  -2.9776  -4.7844  -5.7556  -6.7984  -8.0829  -8.9589  -9.1688  -9.3205  -9.3315  -9.0183
  10.8656154941  10.8656154941   4.46263  3.56462   -0.5864  -3.0268  -2.9775  -4.7844  -5.7556  -6.7988  -8.0835  -8.9595  -9.1695  -9.3211  -9.3322  -9.0189
  10.8656347660  10.8656347660   4.46282  3.56460   -0.5864  -3.0268  -2.9774  -4.7843  -5.7557  -6.7991  -8.0840  -8.9601  -9.1701  -9.3218  -9.3328  -9.0196
  10.8656540379  10.8656540379   4.46300  3.56458   -0.5863  -3.0267  -2.9774  -4.7843  -5.7557  -6.7994  -8.0845  -8.9607  -9.1706  -9.3223  -9.3334  -9.0201
  10.8656733098  10.8656733098   4.46317  3.56456   -0.5863  -3.0267  -2.9773  -4.7842  -5.7558  -6.7997  -8.0849  -8.9612  -9.1712  -9.3229  -9.3339  -9.0207
  10.8656925817  10.8656925817   4.46335  3.56454   -0.5863  -3.0266  -2.9773  -4.7842  -5.7558  -6.8001  -8.0854  -8.9617  -9.1717  -9.3235  -9.3345  -9.0213
  10.8657118536  10.8657118536   4.46352  3.56453   -0.5863  -3.0265  -2.9772  -4.7842  -5.7559  -6.8004  -8.0859  -8.9623  -9.1723  -9.3240  -9.3351  -9.0218
  10.8657311255  10.8657311255   4.46369  3.56451   -0.5863  -3.0265  -2.9771  -4.7841  -5.7559  -6.8007  -8.0864  -8.9628  -9.1728  -9.3246  -9.3356  -9.0224
  10.8657503974  10.8657503974   4.46386  3.56449   -0.5863  -3.0264  -2.9771  -4.7841  -5.7560  -6.8010  -8.0868  -8.9633  -9.1734  -9.3251  -9.3362  -9.0229
  10.8657696693  10.8657696693   4.46403  3.56447   -0.5863  -3.0264  -2.9770  -4.7841  -5.7561  -6.8013  -8.0873  -8.9638  -9.1739  -9.3257  -9.3367  -9.0235
  10.8657889412  10.8657889412   4.46420  3.56446   -0.5863  -3.0263  -2.9770  -4.7840  -5.7561  -6.8016  -8.0877  -8.9643  -9.1744  -9.3262  -9.3373  -9.0240
  10.8658082131  10.8658082131   4.46437  3.56444   -0.5863  -3.0263  -2.9769  -4.7840  -5.7562  -6.8019  -8.0882  -8.9648  -9.1750  -9.3268  -9.3378  -9.0245
  10.8658274850  10.8658274850   4.46454  3.56442   -0.5863  -3.0262  -2.9769  -4.7839  -5.7562  -6.8022  -8.0887  -8.9653  -9.1755  -9.3273  -9.3384  -9.0251
  10.8658467569  10.8658467569   4.46471  3.56440   -0.5862  -3.0262  -2.9768  -4.7839  -5.7563  -6.8025  -8.0891  -8.9658  -9.1760  -9.3278  -9.3389  -9.0256
  10.8658660288  10.8658660288   4.46487  3.56439   -0.5862  -3.0261  -2.9768  -4.7839  -5.7563  -6.8028  -8.0896  -8.9663  -9.1766  -9.3284  -9.3394  -9.0261
  10.8658853007  10.8658853007   4.46502  3.56437   -0.5862  -3.0261  -2.9767  -4.7838  -5.7564  -6.8031  -8.0900  -8.9668  -9.1770  -9.3288  -9.3399  -9.0266
  10.8659045726  10.8659045726   4.46516  3.56436   -0.5862  -3.0260  -2.9767  -4.7838  -5.7564  -6.8033  -8.0903  -8.9672  -9.1775  -9.3293  -9.3404  -9.0271
  10.8659238445  10.8659238445   4.46530  3.56434   -0.5862  -3.0260  -2.9767  -4.7838  -5.7565  -6.8036  -8.0907  -8.9676  -9.1779  -9.3297  -9.3408  -9.0275
  10.8659431164  10.8659431164   4.46544  3.56433   -0.5862  -3.0260  -2.9766  -4.7838  -5.7565  -6.8038  -8.0911  -8.9681  -9.1783  -9.3302  -9.3413  -9.0280
  10.8659623883  10.8659623883   4.46557  3.56431   -0.5862  -3.0259  -2.9766  -4.7837  -5.7566  -6.8041  -8.0915  -8.9685  -9.1788  -9.3306  -9.3417  -9.0284
  10.8659816601  10.8659816601   4.46571  3.56430   -0.5862  -3.0259  -2.9766  -4.7837  -5.7566  -6.8043  -8.0918  -8.9689  -9.1792  -9.3311  -9.3422  -9.0288
  10.8660009320  10.8660009320   4.46585  3.56429   -0.5862  -3.0258  -2.9765  -4.7837  -5.7566  -6.8046  -8.0922  -8.9693  -9.1796  -9.3315  -9.3426  -9.0293
  10.8660202039  10.8660202039   4.46599  3.56427   -0.5862  -3.0258  -2.9765  -4.7837  -5.7567  -6.8048  -8.0926  -8.9697  -9.1801  -9.3320  -9.3431  -9.0297
  10.8660394758  10.8660394758   4.46612  3.56426   -0.5862  -3.0258  -2.9764  -4.7836  -5.7567  -6.8051  -8.0930  -8.9701  -9.1805  -9.3324  -9.3435  -9.0302
  10.8660587477  10.8660587477   4.46626  3.56424   -0.5862  -3.0257  -2.9764  -4.7836  -5.7568  -6.8053  -8.0933  -8.9705  -9.1809  -9.3328  -9.3439  -9.0306
  10.8660780196  10.8660780196   4.46640  3.56423   -0.5862  -3.0257  -2.9764  -4.7836  -5.7568  -6.8056  -8.0937  -8.9709  -9.1814  -9.3333  -9.3444  -9.0310
  10.8660972915  10.8660972915   4.46653  3.56422   -0.5862  -3.0256  -2.9763  -4.7836  -5.7569  -6.8058  -8.0941  -8.9714  -9.1818  -9.3337  -9.3448  -9.0315
  10.8661165634  10.8661165634   4.46667  3.56420   -0.5862  -3.0256  -2.9763  -4.7835  -5.7569  -6.8061  -8.0944  -8.9718  -9.1822  -9.3341  -9.3453  -9.0319
  10.8661358353  10.8661358353   4.46680  3.56419   -0.5862  -3.0256  -2.9763  -4.7835  -5.7570  -6.8063  -8.0948  -8.9722  -9.1826  -9.3346  -9.3457  -9.0323
  10.8661551072  10.8661551072   4.46694  3.56417   -0.5862  -3.0255  -2.9762  -4.7835  -5.7570  -6.8066  -8.0952  -8.9726  -9.1831  -9.3350  -9.3461  -9.0328
  10.8661743791  10.8661743791   4.46707  3.56416   -0.5862  -3.0255  -2.9762  -4.7835  -5.7571  -6.8068  -8.0955  -8.9730  -9.1835  -9.3354  -9.3466  -9.0332
  10.8661936510  10.8661936510   4.46721  3.56415   -0.5862  -3.0255  -2.9761  -4.7834  -5.7571  -6.8071  -8.0959  -8.9734  -9.1839  -9.3359  -9.3470  -9.0336
  10.8662129229  10.8662129229   4.46733  3.56413   -0.5862  -3.0254  -2.9761  -4.7834  -5.7572  -6.8073  -8.0962  -8.9738  -9.1843  -9.3363  -9.3474  -9.0340
  10.8662321948  10.8662321948   4.46744  3.56412   -0.5862  -3.0254  -2.9761  -4.7834  -5.7572  -6.8075  -8.0965  -8.9741  -9.1847  -9.3366  -9.3477  -9.0344
  10.8662514667  10.8662514667   4.46755  3.56411   -0.5862  -3.0254  -2.9761  -4.7834  -5.7572  -6.8077  -8.0968  -8.9744  -9.1850  -9.3370  -9.3481  -9.0347
  10.8662707386  10.8662707386   4.46766  3.56410   -0.5862  -3.0254  -2.9760  -4.7834  -5.7573  -6.8079  -8.0971  -8.9748  -9.1853  -9.3373  -9.3485  -9.0351
  10.8662900105  10.8662900105   4.46777  3.56409   -0.5862  -3.0253  -2.9760  -4.7834  -5.7573  -6.8081  -8.0974  -8.9751  -9.1857  -9.3377  -9.3488  -9.0354
  10.8663092824  10.8663092824   4.46788  3.56408   -0.5862  -3.0253  -2.9760  -4.7833  -5.7574  -6.8083  -8.0977  -8.9754  -9.1860  -9.3380  -9.3492  -9.0358
  10.8663285543  10.8663285543   4.46799  3.56407   -0.5862  -3.0253  -2.9760  -4.7833  -5.7574  -6.8085  -8.0980  -8.9758  -9.1864  -9.3384  -9.3495  -9.0361
  10.8663478261  10.8663478261   4.46810  3.56406   -0.5862  -3.0253  -2.9759  -4.7833  -5.7574  -6.8087  -8.0983  -8.9761  -9.1867  -9.3387  -9.3499  -9.0365
  10.8663670980  10.8663670980   4.46821  3.56405   -0.5862  -3.0252  -2.9759  -4.7833  -5.7575  -6.8089  -8.0986  -8.9764  -9.1871  -9.3391  -9.3502  -9.0368
  10.8663863699  10.8663863699   4.46832  3.56404   -0.5862  -3.0252  -2.9759  -4.7833  -5.7575  -6.8091  -8.0989  -8.9767  -9.1874  -9.3394  -9.3506  -9.0372
  10.8664056418  10.8664056418   4.46842  3.56402   -0.5862  -3.0252  -2.9759  -4.7833  -5.7576  -6.8093  -8.0992  -8.9771  -9.1877  -9.3398  -9.3509  -9.0375
  10.8664249137  10.8664249137   4.46853  3.56401   -0.5862  -3.0252  -2.9759  -4.7833  -5.7576  -6.8095  -8.0995  -8.9774  -9.1881  -9.3401  -9.3513  -9.0379
  10.8664441856  10.8664441856   4.46864  3.56400   -0.5862  -3.0251  -2.9758  -4.7832  -5.7577  -6.8097  -8.0998  -8.9777  -9.1884  -9.3404  -9.3516  -9.0382
  10.8664634575  10.8664634575   4.46875  3.56399   -0.5862  -3.0251  -2.9758  -4.7832  -5.7577  -6.8099  -8.1001  -8.9780  -9.1888  -9.3408  -9.3520  -9.0385
  10.8664827294  10.8664827294   4.46886  3.56398   -0.5862  -3.0251  -2.9758  -4.7832  -5.7577  -6.8101  -8.1004  -8.9784  -9.1891  -9.3411  -9.3523  -9.0389
  10.8665020013  10.8665020013   4.46896  3.56397   -0.5862  -3.0251  -2.9758  -4.7832  -5.7578  -6.8103  -8.1006  -8.9787  -9.1894  -9.3415  -9.3527  -9.0392
  10.8665212732  10.8665212732   4.46907  3.56396   -0.5862  -3.0250  -2.9757  -4.7832  -5.7578  -6.8105  -8.1009  -8.9790  -9.1898  -9.3418  -9.3530  -9.0396
  10.8665405451  10.8665405451   4.46918  3.56395   -0.5862  -3.0250  -2.9757  -4.7832  -5.7579  -6.8107  -8.1012  -8.9793  -9.1901  -9.3422  -9.3533  -9.0399
  10.8665598170  10.8665598170   4.46929  3.56394   -0.5862  -3.0250  -2.9757  -4.7832  -5.7579  -6.8109  -8.1015  -8.9797  -9.1905  -9.3425  -9.3537  -9.0403
  10.8665790889  10.8665790889   4.46939  3.56393   -0.5862  -3.0250  -2.9757  -4.7831  -5.7579  -6.8111  -8.1018  -8.9800  -9.1908  -9.3429  -9.3540  -9.0406
  10.8665983608  10.8665983608   4.46950  3.56392   -0.5862  -3.0249  -2.9757  -4.7831  -5.7580  -6.8112  -8.1021  -8.9803  -9.1911  -9.3432  -9.3544  -9.0409
  10.8666176327  10.8666176327   4.46960  3.56391   -0.5862  -3.0249  -2.9756  -4.7831  -5.7580  -6.8114  -8.1024  -8.9806  -9.1914  -9.3435  -9.3547  -9.0413
  10.8666369046  10.8666369046   4.46970  3.56390   -0.5862  -3.0249  -2.9756  -4.7831  -5.7581  -6.8116  -8.1026  -8.9809  -9.1918  -9.3438  -9.3550  -9.0416
  10.8666561765  10.8666561765   4.46978  3.56389   -0.5862  -3.0249  -2.9756  -4.7831  -5.7581  -6.8118  -8.1028  -8.9811  -9.1920  -9.3441  -9.3553  -9.0418
  10.8666754484  10.8666754484   4.46985  3.56388   -0.5862  -3.0249  -2.9756  -4.7831  -5.7581  -6.8119  -8.1030  -8.9813  -9.1922  -9.3443  -9.3555  -9.0421
  10.8666947203  10.8666947203   4.46992  3.56388   -0.5862  -3.0249  -2.9756  -4.7831  -5.7582  -6.8120  -8.1032  -8.9816  -9.1925  -9.3445  -9.3557  -9.0423
  10.8667139921  10.8667139921   4.47000  3.56387   -0.5862  -3.0249  -2.9756  -4.7831  -5.7582  -6.8122  -8.1034  -8.9818  -9.1927  -9.3448  -9.3560  -9.0425
  10.8667332640  10.8667332640   4.47007  3.56386   -0.5862  -3.0248  -2.9756  -4.7831  -5.7582  -6.8123  -8.1036  -8.9820  -9.1929  -9.3450  -9.3562  -9.0427
  10.8667525359  10.8667525359   4.47014  3.56385   -0.5862  -3.0248  -2.9755  -4.7831  -5.7583  -6.8124  -8.1038  -8.9822  -9.1931  -9.3452  -9.3564  -9.0430
  10.8667718078  10.8667718078   4.47022  3.56385   -0.5862  -3.0248  -2.9755  -4.7831  -5.7583  -6.8126  -8.1040  -8.9824  -9.1934  -9.3455  -9.3567  -9.0432
  10.8667910797  10.8667910797   4.47029  3.56384   -0.5862  -3.0248  -2.9755  -4.7831  -5.7583  -6.8127  -8.1042  -8.9827  -9.1936  -9.3457  -9.3569  -9.0434
  10.8668103516  10.8668103516   4.47036  3.56383   -0.5862  -3.0248  -2.9755  -4.7831  -5.7584  -6.8128  -8.1044  -8.9829  -9.1938  -9.3459  -9.3571  -9.0437
  10.8668296235  10.8668296235   4.47044  3.56383   -0.5862  -3.0248  -2.9755  -4.7831  -5.7584  -6.8130  -8.1046  -8.9831  -9.1941  -9.3462  -9.3574  -9.0439
  10.8668488954  10.8668488954   4.47051  3.56382   -0.5863  -3.0248  -2.9755  -4.7831  -5.7584  -6.8131  -8.1048  -8.9833  -9.1943  -9.3464  -9.3576  -9.0441
  10.8668681673  10.8668681673   4.47058  3.56381   -0.5863  -3.0248  -2.9755  -4.7831  -5.7585  -6.8132  -8.1050  -8.9835  -9.1945  -9.3466  -9.3578  -9.0444
  10.8668874392  10.8668874392   4.47066  3.56380   -0.5863  -3.0247  -2.9755  -4.7830  -5.7585  -6.8134  -8.1052  -8.9838  -9.1947  -9.3469  -9.3581  -9.0446
