# Isochrone from from BaSTI-IAC database
# Scaled solar models & transformations  -  Johnson-Cousins
#========================================================================================================================================================================================================
#========================================================================================================================================================================================================
#  Np = 2100   [M/H] = 0.150   Z = 0.0208100   Y = 0.27419542   Age (Myr) = 20.000
#========================================================================================================================================================================================================
#    M/Mo(ini)     M/Mo(fin)    log(L/Lo)  logTe        U       BX        B        V        R        I        J        H        K       L'        L        M
#========================================================================================================================================================================================================
  10.8516230145  10.8516230145   4.28000  4.27155   -5.2593  -4.4203  -4.4265  -4.2307  -4.1449  -4.0338  -3.7746  -3.6939  -3.6265  -3.5855  -3.5721  -3.5457
  10.8517495921  10.8517495921   4.28095  4.26835   -5.2737  -4.4397  -4.4460  -4.2513  -4.1665  -4.0565  -3.7994  -3.7195  -3.6526  -3.6122  -3.5990  -3.5729
  10.8518761697  10.8518761697   4.28184  4.26512   -5.2881  -4.4593  -4.4655  -4.2721  -4.1882  -4.0794  -3.8243  -3.7452  -3.6790  -3.6392  -3.6261  -3.6002
  10.8520027473  10.8520027473   4.28270  4.26185   -5.3027  -4.4789  -4.4851  -4.2930  -4.2100  -4.1025  -3.8495  -3.7712  -3.7056  -3.6663  -3.6535  -3.6278
  10.8521293249  10.8521293249   4.28350  4.25854   -5.3172  -4.4986  -4.5047  -4.3140  -4.2320  -4.1258  -3.8748  -3.7974  -3.7323  -3.6937  -3.6810  -3.6556
  10.8522559025  10.8522559025   4.28430  4.25520   -5.3318  -4.5184  -4.5245  -4.3352  -4.2542  -4.1492  -3.9004  -3.8238  -3.7593  -3.7213  -3.7087  -3.6836
  10.8523824801  10.8523824801   4.28502  4.25182   -5.3463  -4.5383  -4.5444  -4.3565  -4.2765  -4.1728  -3.9261  -3.8503  -3.7865  -3.7490  -3.7366  -3.7117
  10.8525090577  10.8525090577   4.28569  4.24839   -5.3608  -4.5582  -4.5643  -4.3778  -4.2988  -4.1964  -3.9520  -3.8770  -3.8138  -3.7769  -3.7647  -3.7400
  10.8526356353  10.8526356353   4.28633  4.24492   -5.3754  -4.5783  -4.5844  -4.3993  -4.3214  -4.2203  -3.9780  -3.9039  -3.8413  -3.8050  -3.7929  -3.7684
  10.8527622129  10.8527622129   4.28689  4.24141   -5.3899  -4.5985  -4.6045  -4.4210  -4.3440  -4.2443  -4.0043  -3.9310  -3.8690  -3.8333  -3.8214  -3.7971
  10.8528887905  10.8528887905   4.28743  4.23785   -5.4045  -4.6189  -4.6248  -4.4428  -4.3669  -4.2685  -4.0307  -3.9583  -3.8970  -3.8618  -3.8501  -3.8261
  10.8530153681  10.8530153681   4.28790  4.23424   -5.4190  -4.6393  -4.6452  -4.4647  -4.3899  -4.2928  -4.0574  -3.9859  -3.9252  -3.8906  -3.8790  -3.8552
  10.8531419457  10.8531419457   4.28834  4.23060   -5.4336  -4.6598  -4.6657  -4.4868  -4.4131  -4.3174  -4.0843  -4.0137  -3.9536  -3.9196  -3.9082  -3.8847
  10.8532685233  10.8532685233   4.28870  4.22689   -5.4482  -4.6805  -4.6864  -4.5090  -4.4364  -4.3422  -4.1114  -4.0417  -3.9823  -3.9489  -3.9376  -3.9144
  10.8533951009  10.8533951009   4.28904  4.22315   -5.4628  -4.7013  -4.7071  -4.5314  -4.4600  -4.3672  -4.1388  -4.0700  -4.0112  -3.9785  -3.9674  -3.9444
  10.8535216785  10.8535216785   4.28932  4.21935   -5.4774  -4.7222  -4.7280  -4.5540  -4.4837  -4.3923  -4.1664  -4.0985  -4.0404  -4.0083  -3.9974  -3.9746
  10.8536482561  10.8536482561   4.28953  4.21549   -5.4920  -4.7432  -4.7490  -4.5767  -4.5076  -4.4177  -4.1943  -4.1274  -4.0699  -4.0384  -4.0277  -4.0052
  10.8537748337  10.8537748337   4.28969  4.21158   -5.5066  -4.7644  -4.7701  -4.5996  -4.5317  -4.4433  -4.2225  -4.1565  -4.0996  -4.0689  -4.0583  -4.0361
  10.8539014113  10.8539014113   4.28979  4.20762   -5.5212  -4.7856  -4.7913  -4.6227  -4.5560  -4.4691  -4.2508  -4.1858  -4.1296  -4.0996  -4.0892  -4.0672
  10.8540279889  10.8540279889   4.28984  4.20359   -5.5358  -4.8070  -4.8127  -4.6460  -4.5805  -4.4951  -4.2795  -4.2155  -4.1600  -4.1306  -4.1204  -4.0987
  10.8541545665  10.8541545665   4.28982  4.19950   -5.5503  -4.8286  -4.8341  -4.6694  -4.6052  -4.5214  -4.3085  -4.2455  -4.1907  -4.1620  -4.1520  -4.1304
  10.8542811441  10.8542811441   4.28972  4.19535   -5.5647  -4.8502  -4.8557  -4.6929  -4.6300  -4.5478  -4.3377  -4.2757  -4.2216  -4.1936  -4.1838  -4.1625
  10.8544077216  10.8544077216   4.28955  4.19112   -5.5791  -4.8719  -4.8774  -4.7167  -4.6551  -4.5745  -4.3673  -4.3063  -4.2530  -4.2257  -4.2161  -4.1949
  10.8545342992  10.8545342992   4.28925  4.18682   -5.5934  -4.8937  -4.8992  -4.7405  -4.6803  -4.6013  -4.3970  -4.3372  -4.2845  -4.2579  -4.2486  -4.2275
  10.8546310750  10.8546310750   4.28901  4.18350   -5.6043  -4.9105  -4.9160  -4.7589  -4.6997  -4.6220  -4.4200  -4.3610  -4.3090  -4.2829  -4.2737  -4.2528
  10.8547278507  10.8547278507   4.28872  4.18013   -5.6151  -4.9274  -4.9328  -4.7774  -4.7193  -4.6429  -4.4432  -4.3850  -4.3336  -4.3081  -4.2990  -4.2783
  10.8548246265  10.8548246265   4.28839  4.17671   -5.6259  -4.9444  -4.9498  -4.7961  -4.7390  -4.6639  -4.4666  -4.4093  -4.3584  -4.3335  -4.3246  -4.3040
  10.8549214022  10.8549214022   4.28803  4.17325   -5.6367  -4.9615  -4.9668  -4.8148  -4.7589  -4.6851  -4.4902  -4.4338  -4.3835  -4.3592  -4.3504  -4.3299
  10.8550181780  10.8550181780   4.28759  4.16974   -5.6474  -4.9787  -4.9840  -4.8337  -4.7788  -4.7065  -4.5140  -4.4584  -4.4088  -4.3850  -4.3764  -4.3561
  10.8551149537  10.8551149537   4.28710  4.16617   -5.6580  -4.9960  -5.0012  -4.8527  -4.7990  -4.7280  -4.5380  -4.4834  -4.4343  -4.4112  -4.4027  -4.3826
  10.8552117295  10.8552117295   4.28652  4.16254   -5.6685  -5.0134  -5.0185  -4.8718  -4.8192  -4.7497  -4.5622  -4.5085  -4.4601  -4.4376  -4.4292  -4.4092
  10.8553085052  10.8553085052   4.28589  4.15887   -5.6788  -5.0308  -5.0359  -4.8910  -4.8396  -4.7715  -4.5866  -4.5338  -4.4861  -4.4641  -4.4560  -4.4362
  10.8554052810  10.8554052810   4.28527  4.15514   -5.6893  -5.0485  -5.0536  -4.9105  -4.8603  -4.7937  -4.6114  -4.5596  -4.5125  -4.4912  -4.4831  -4.4635
  10.8555020567  10.8555020567   4.28459  4.15135   -5.6996  -5.0663  -5.0713  -4.9301  -4.8811  -4.8160  -4.6364  -4.5856  -4.5392  -4.5185  -4.5106  -4.4911
  10.8555988324  10.8555988324   4.28384  4.14750   -5.7098  -5.0842  -5.0892  -4.9499  -4.9021  -4.8385  -4.6617  -4.6119  -4.5661  -4.5461  -4.5383  -4.5191
  10.8556956082  10.8556956082   4.28305  4.14359   -5.7200  -5.1023  -5.1072  -4.9699  -4.9233  -4.8612  -4.6873  -4.6385  -4.5934  -4.5740  -4.5664  -4.5473
  10.8557923839  10.8557923839   4.28218  4.13961   -5.7299  -5.1205  -5.1254  -4.9900  -4.9446  -4.8842  -4.7131  -4.6654  -4.6210  -4.6022  -4.5948  -4.5759
  10.8558891597  10.8558891597   4.28128  4.13557   -5.7398  -5.1388  -5.1437  -5.0103  -4.9662  -4.9074  -4.7393  -4.6926  -4.6489  -4.6308  -4.6236  -4.6049
  10.8559859354  10.8559859354   4.28030  4.13145   -5.7495  -5.1573  -5.1621  -5.0308  -4.9880  -4.9308  -4.7658  -4.7202  -4.6772  -4.6598  -4.6527  -4.6343
  10.8560827112  10.8560827112   4.27927  4.12726   -5.7591  -5.1759  -5.1807  -5.0515  -5.0100  -4.9545  -4.7927  -4.7482  -4.7059  -4.6892  -4.6823  -4.6641
  10.8561794869  10.8561794869   4.27818  4.12298   -5.7686  -5.1947  -5.1994  -5.0724  -5.0322  -4.9784  -4.8199  -4.7765  -4.7350  -4.7190  -4.7123  -4.6943
  10.8562762627  10.8562762627   4.27702  4.11863   -5.7778  -5.2136  -5.2183  -5.0934  -5.0546  -5.0026  -4.8475  -4.8052  -4.7645  -4.7492  -4.7427  -4.7249
  10.8563730384  10.8563730384   4.27582  4.11420   -5.7868  -5.2328  -5.2374  -5.1147  -5.0774  -5.0271  -4.8754  -4.8344  -4.7944  -4.7800  -4.7736  -4.7561
  10.8564698142  10.8564698142   4.27454  4.10968   -5.7956  -5.2521  -5.2566  -5.1362  -5.1003  -5.0519  -4.9038  -4.8640  -4.8248  -4.8111  -4.8049  -4.7877
  10.8565665899  10.8565665899   4.27319  4.10507   -5.8041  -5.2715  -5.2760  -5.1580  -5.1235  -5.0769  -4.9325  -4.8940  -4.8556  -4.8427  -4.8367  -4.8198
  10.8566633656  10.8566633656   4.27179  4.10036   -5.8124  -5.2912  -5.2957  -5.1800  -5.1470  -5.1023  -4.9617  -4.9244  -4.8869  -4.8748  -4.8690  -4.8523
  10.8567601414  10.8567601414   4.27028  4.09556   -5.8203  -5.3111  -5.3154  -5.2021  -5.1706  -5.1279  -4.9912  -4.9553  -4.9186  -4.9073  -4.9017  -4.8852
  10.8568569171  10.8568569171   4.26871  4.09064   -5.8278  -5.3310  -5.3354  -5.2246  -5.1945  -5.1538  -5.0212  -4.9866  -4.9508  -4.9403  -4.9349  -4.9186
  10.8569536929  10.8569536929   4.26702  4.08563   -5.8348  -5.3511  -5.3554  -5.2471  -5.2185  -5.1799  -5.0515  -5.0184  -4.9834  -4.9738  -4.9686  -4.9525
  10.8570504686  10.8570504686   4.26530  4.08051   -5.8414  -5.3713  -5.3756  -5.2699  -5.2429  -5.2064  -5.0823  -5.0507  -5.0166  -5.0079  -5.0027  -4.9870
  10.8571472444  10.8571472444   4.26353  4.07528   -5.8474  -5.3920  -5.3962  -5.2930  -5.2676  -5.2331  -5.1138  -5.0836  -5.0504  -5.0425  -5.0375  -5.0222
  10.8572440201  10.8572440201   4.26166  4.06992   -5.8527  -5.4122  -5.4163  -5.3160  -5.2923  -5.2600  -5.1455  -5.1169  -5.0847  -5.0777  -5.0729  -5.0579
  10.8573407959  10.8573407959   4.25971  4.06444   -5.8572  -5.4309  -5.4349  -5.3383  -5.3166  -5.2870  -5.1774  -5.1506  -5.1195  -5.1134  -5.1090  -5.0942
  10.8574375716  10.8574375716   4.25767  4.05882   -5.8611  -5.4508  -5.4547  -5.3615  -5.3416  -5.3144  -5.2100  -5.1849  -5.1549  -5.1498  -5.1456  -5.1311
  10.8575343474  10.8575343474   4.25553  4.05307   -5.8641  -5.4713  -5.4751  -5.3851  -5.3669  -5.3422  -5.2432  -5.2198  -5.1908  -5.1867  -5.1826  -5.1685
  10.8576311231  10.8576311231   4.25329  4.04717   -5.8661  -5.4913  -5.4951  -5.4086  -5.3922  -5.3700  -5.2767  -5.2552  -5.2273  -5.2242  -5.2204  -5.2066
  10.8577278988  10.8577278988   4.25092  4.04111   -5.8670  -5.5115  -5.5153  -5.4322  -5.4176  -5.3981  -5.3108  -5.2912  -5.2644  -5.2625  -5.2589  -5.2455
  10.8578246746  10.8578246746   4.24846  4.03490   -5.8666  -5.5318  -5.5353  -5.4560  -5.4432  -5.4264  -5.3455  -5.3279  -5.3024  -5.3016  -5.2983  -5.2853
  10.8579214503  10.8579214503   4.24588  4.02852   -5.8649  -5.5520  -5.5554  -5.4798  -5.4689  -5.4550  -5.3808  -5.3654  -5.3411  -5.3414  -5.3385  -5.3259
  10.8580182261  10.8580182261   4.24318  4.02195   -5.8620  -5.5722  -5.5756  -5.5039  -5.4947  -5.4838  -5.4167  -5.4036  -5.3806  -5.3823  -5.3796  -5.3675
  10.8581150018  10.8581150018   4.24034  4.01520   -5.8577  -5.5924  -5.5957  -5.5280  -5.5207  -5.5129  -5.4533  -5.4426  -5.4209  -5.4241  -5.4217  -5.4100
  10.8582117776  10.8582117776   4.23738  4.00824   -5.8522  -5.6125  -5.6157  -5.5522  -5.5468  -5.5423  -5.4906  -5.4824  -5.4622  -5.4667  -5.4647  -5.4536
  10.8583085533  10.8583085533   4.23428  4.00107   -5.8451  -5.6327  -5.6357  -5.5765  -5.5731  -5.5718  -5.5286  -5.5230  -5.5043  -5.5106  -5.5089  -5.4984
  10.8584053291  10.8584053291   4.23102  3.99368   -5.8358  -5.6525  -5.6554  -5.6009  -5.5993  -5.6017  -5.5677  -5.5651  -5.5481  -5.5561  -5.5549  -5.5450
  10.8585021048  10.8585021048   4.22764  3.98602   -5.8251  -5.6725  -5.6753  -5.6256  -5.6260  -5.6321  -5.6080  -5.6084  -5.5933  -5.6031  -5.6023  -5.5931
  10.8585988806  10.8585988806   4.22410  3.97799   -5.8126  -5.6928  -5.6954  -5.6508  -5.6533  -5.6634  -5.6498  -5.6533  -5.6404  -5.6522  -5.6520  -5.6434
  10.8586956563  10.8586956563   4.22038  3.96967   -5.7973  -5.7124  -5.7149  -5.6760  -5.6807  -5.6950  -5.6932  -5.7004  -5.6898  -5.7039  -5.7042  -5.6965
  10.8587924320  10.8587924320   4.21647  3.96116   -5.7797  -5.7305  -5.7327  -5.7002  -5.7075  -5.7265  -5.7371  -5.7479  -5.7401  -5.7565  -5.7575  -5.7505
  10.8588892078  10.8588892078   4.21235  3.95249   -5.7600  -5.7487  -5.7507  -5.7239  -5.7334  -5.7571  -5.7809  -5.7956  -5.7907  -5.8095  -5.8109  -5.8048
  10.8589859835  10.8589859835   4.20803  3.94358   -5.7359  -5.7612  -5.7630  -5.7450  -5.7584  -5.7880  -5.8257  -5.8451  -5.8435  -5.8647  -5.8667  -5.8614
  10.8590827593  10.8590827593   4.20343  3.93435   -5.7043  -5.7693  -5.7706  -5.7639  -5.7826  -5.8188  -5.8718  -5.8964  -5.8981  -5.9217  -5.9242  -5.9195
  10.8591795350  10.8591795350   4.19862  3.92480   -5.6659  -5.7720  -5.7730  -5.7800  -5.8055  -5.8493  -5.9188  -5.9494  -5.9545  -5.9802  -5.9830  -5.9791
  10.8592763108  10.8592763108   4.19347  3.91482   -5.6198  -5.7699  -5.7701  -5.7929  -5.8265  -5.8795  -5.9669  -6.0044  -6.0131  -6.0407  -6.0441  -6.0407
  10.8593730865  10.8593730865   4.18800  3.90444   -5.5657  -5.7566  -5.7562  -5.8002  -5.8452  -5.9097  -6.0164  -6.0626  -6.0747  -6.1042  -6.1079  -6.1054
  10.8594698623  10.8594698623   4.18222  3.89361   -5.5020  -5.7305  -5.7291  -5.8014  -5.8613  -5.9395  -6.0674  -6.1242  -6.1399  -6.1716  -6.1758  -6.1740
  10.8595666380  10.8595666380   4.17599  3.88223   -5.4323  -5.6935  -5.6911  -5.7971  -5.8749  -5.9699  -6.1202  -6.1900  -6.2092  -6.2428  -6.2476  -6.2465
  10.8596634138  10.8596634138   4.16930  3.87028   -5.3553  -5.6434  -5.6398  -5.7869  -5.8864  -6.0010  -6.1749  -6.2600  -6.2829  -6.3182  -6.3235  -6.3231
  10.8597601895  10.8597601895   4.16198  3.85769   -5.2695  -5.5809  -5.5760  -5.7699  -5.8944  -6.0313  -6.2312  -6.3343  -6.3609  -6.3978  -6.4034  -6.4036
  10.8598569652  10.8598569652   4.15409  3.84439   -5.1741  -5.5029  -5.4962  -5.7472  -5.9006  -6.0624  -6.2901  -6.4138  -6.4440  -6.4820  -6.4878  -6.4882
  10.8599537410  10.8599537410   4.14530  3.83028   -5.0626  -5.4019  -5.3932  -5.7172  -5.9044  -6.0936  -6.3516  -6.4994  -6.5329  -6.5714  -6.5771  -6.5772
  10.8600505167  10.8600505167   4.13562  3.81533   -4.9347  -5.2865  -5.2757  -5.6794  -5.9025  -6.1214  -6.4128  -6.5885  -6.6256  -6.6641  -6.6698  -6.6687
  10.8601472925  10.8601472925   4.12482  3.79935   -4.7821  -5.1562  -5.1429  -5.6288  -5.8907  -6.1425  -6.4723  -6.6811  -6.7222  -6.7611  -6.7667  -6.7608
  10.8602440682  10.8602440682   4.11263  3.78231   -4.5962  -5.0063  -4.9903  -5.5670  -5.8704  -6.1570  -6.5297  -6.7760  -6.8218  -6.8613  -6.8669  -6.8496
  10.8603408440  10.8603408440   4.09833  3.76402   -4.3569  -4.8283  -4.8092  -5.4894  -5.8380  -6.1615  -6.5830  -6.8724  -6.9231  -6.9646  -6.9700  -6.9325
  10.8604376197  10.8604376197   4.08183  3.74435   -4.0550  -4.6202  -4.5975  -5.3942  -5.7917  -6.1540  -6.6311  -6.9694  -7.0246  -7.0713  -7.0766  -7.0071
  10.8605343955  10.8605343955   4.06252  3.72344   -3.6756  -4.3776  -4.3508  -5.2756  -5.7261  -6.1277  -6.6694  -7.0627  -7.1223  -7.1795  -7.1849  -7.0734
  10.8606311712  10.8606311712   4.04001  3.70126   -3.2125  -4.0995  -4.0684  -5.1319  -5.6380  -6.0796  -6.6965  -7.1494  -7.2165  -7.2879  -7.2940  -7.1351
  10.8607279470  10.8607279470   4.01126  3.67954   -2.6622  -3.7892  -3.7537  -4.9544  -5.5146  -5.9970  -6.6977  -7.2101  -7.2904  -7.3774  -7.3845  -7.1826
  10.8608247227  10.8608247227   3.98214  3.66379   -2.1987  -3.5299  -3.4914  -4.7881  -5.3889  -5.9060  -6.6720  -7.2300  -7.3227  -7.4205  -7.4286  -7.2022
  10.8609214984  10.8609214984   3.95817  3.65517   -1.9268  -3.3701  -3.3300  -4.6777  -5.2997  -5.8355  -6.6370  -7.2193  -7.3189  -7.4225  -7.4311  -7.1922
  10.8610182742  10.8610182742   3.93703  3.64902   -1.7124  -3.2378  -3.1967  -4.5784  -5.2187  -5.7716  -6.5997  -7.2022  -7.3072  -7.4141  -7.4229  -7.1779
  10.8611150499  10.8611150499   3.91697  3.64379   -1.5194  -3.1162  -3.0743  -4.4836  -5.1410  -5.7101  -6.5615  -7.1825  -7.2926  -7.4017  -7.4108  -7.1622
  10.8612118257  10.8612118257   3.90359  3.63851   -1.3426  -3.0126  -2.9699  -4.4077  -5.0814  -5.6661  -6.5404  -7.1792  -7.2942  -7.4059  -7.4152  -7.1624
  10.8613086014  10.8613086014   3.90095  3.63292   -1.1823  -2.9308  -2.8873  -4.3560  -5.0471  -5.6482  -6.5468  -7.2039  -7.3242  -7.4387  -7.4483  -7.1905
  10.8613098714  10.8613098714   3.90102  3.63284   -1.1803  -2.9299  -2.8864  -4.3556  -5.0469  -5.6482  -6.5471  -7.2045  -7.3249  -7.4394  -7.4490  -7.1911
  10.8613111414  10.8613111414   3.90109  3.63276   -1.1783  -2.9290  -2.8854  -4.3551  -5.0466  -5.6482  -6.5475  -7.2051  -7.3256  -7.4402  -7.4498  -7.1918
  10.8613124114  10.8613124114   3.90117  3.63268   -1.1763  -2.9281  -2.8845  -4.3546  -5.0464  -5.6482  -6.5478  -7.2057  -7.3262  -7.4409  -7.4505  -7.1925
  10.8613136813  10.8613136813   3.90124  3.63261   -1.1744  -2.9272  -2.8836  -4.3542  -5.0462  -5.6483  -6.5482  -7.2063  -7.3269  -7.4416  -7.4512  -7.1931
  10.8613149513  10.8613149513   3.90132  3.63253   -1.1724  -2.9264  -2.8828  -4.3537  -5.0460  -5.6483  -6.5486  -7.2070  -7.3276  -7.4424  -7.4520  -7.1938
  10.8613162213  10.8613162213   3.90140  3.63245   -1.1704  -2.9255  -2.8819  -4.3532  -5.0458  -5.6483  -6.5489  -7.2076  -7.3283  -7.4431  -7.4527  -7.1945
  10.8613174913  10.8613174913   3.90148  3.63238   -1.1685  -2.9246  -2.8810  -4.3528  -5.0456  -5.6483  -6.5493  -7.2082  -7.3290  -7.4438  -7.4534  -7.1951
  10.8613187612  10.8613187612   3.90156  3.63230   -1.1665  -2.9237  -2.8801  -4.3523  -5.0454  -5.6484  -6.5497  -7.2088  -7.3297  -7.4446  -7.4542  -7.1958
  10.8613200312  10.8613200312   3.90164  3.63223   -1.1646  -2.9229  -2.8792  -4.3519  -5.0452  -5.6484  -6.5501  -7.2095  -7.3304  -7.4453  -7.4549  -7.1965
  10.8613213012  10.8613213012   3.90172  3.63215   -1.1626  -2.9220  -2.8783  -4.3514  -5.0450  -5.6485  -6.5504  -7.2101  -7.3311  -7.4460  -7.4557  -7.1972
  10.8613225712  10.8613225712   3.90182  3.63207   -1.1607  -2.9212  -2.8775  -4.3510  -5.0448  -5.6485  -6.5508  -7.2107  -7.3319  -7.4468  -7.4565  -7.1979
  10.8613238411  10.8613238411   3.90191  3.63200   -1.1588  -2.9203  -2.8766  -4.3506  -5.0446  -5.6486  -6.5513  -7.2114  -7.3326  -7.4476  -7.4572  -7.1986
  10.8613251111  10.8613251111   3.90201  3.63192   -1.1569  -2.9195  -2.8758  -4.3502  -5.0444  -5.6487  -6.5517  -7.2121  -7.3334  -7.4484  -7.4580  -7.1993
  10.8613263811  10.8613263811   3.90211  3.63184   -1.1549  -2.9187  -2.8749  -4.3497  -5.0443  -5.6488  -6.5521  -7.2128  -7.3341  -7.4492  -7.4588  -7.2000
  10.8613276511  10.8613276511   3.90222  3.63176   -1.1529  -2.9178  -2.8741  -4.3493  -5.0441  -5.6489  -6.5525  -7.2135  -7.3349  -7.4500  -7.4597  -7.2008
  10.8613289211  10.8613289211   3.90233  3.63168   -1.1510  -2.9170  -2.8732  -4.3489  -5.0440  -5.6490  -6.5530  -7.2142  -7.3357  -7.4509  -7.4605  -7.2016
  10.8613301910  10.8613301910   3.90243  3.63161   -1.1490  -2.9161  -2.8724  -4.3485  -5.0438  -5.6491  -6.5534  -7.2149  -7.3365  -7.4517  -7.4613  -7.2023
  10.8613314610  10.8613314610   3.90254  3.63153   -1.1471  -2.9153  -2.8715  -4.3481  -5.0437  -5.6492  -6.5539  -7.2156  -7.3373  -7.4525  -7.4621  -7.2031
  10.8613327310  10.8613327310   3.90265  3.63145   -1.1452  -2.9145  -2.8707  -4.3477  -5.0435  -5.6492  -6.5543  -7.2163  -7.3380  -7.4533  -7.4630  -7.2038
  10.8613340010  10.8613340010   3.90276  3.63137   -1.1432  -2.9136  -2.8699  -4.3473  -5.0434  -5.6493  -6.5548  -7.2170  -7.3388  -7.4541  -7.4638  -7.2046
  10.8613352709  10.8613352709   3.90287  3.63129   -1.1413  -2.9128  -2.8690  -4.3469  -5.0432  -5.6495  -6.5552  -7.2177  -7.3396  -7.4550  -7.4646  -7.2053
  10.8613365409  10.8613365409   3.90299  3.63122   -1.1393  -2.9120  -2.8681  -4.3465  -5.0431  -5.6496  -6.5557  -7.2184  -7.3404  -7.4558  -7.4655  -7.2061
  10.8613378109  10.8613378109   3.90310  3.63114   -1.1373  -2.9111  -2.8673  -4.3461  -5.0429  -5.6497  -6.5562  -7.2192  -7.3412  -7.4567  -7.4663  -7.2069
  10.8613390809  10.8613390809   3.90322  3.63106   -1.1354  -2.9103  -2.8664  -4.3457  -5.0428  -5.6498  -6.5566  -7.2199  -7.3421  -7.4575  -7.4672  -7.2077
  10.8613403508  10.8613403508   3.90334  3.63098   -1.1334  -2.9094  -2.8656  -4.3453  -5.0427  -5.6499  -6.5571  -7.2206  -7.3429  -7.4584  -7.4680  -7.2085
  10.8613416208  10.8613416208   3.90346  3.63090   -1.1315  -2.9086  -2.8648  -4.3448  -5.0425  -5.6500  -6.5576  -7.2214  -7.3437  -7.4592  -7.4689  -7.2093
  10.8613428908  10.8613428908   3.90358  3.63082   -1.1295  -2.9078  -2.8639  -4.3445  -5.0424  -5.6502  -6.5581  -7.2221  -7.3445  -7.4601  -7.4698  -7.2101
  10.8613441608  10.8613441608   3.90371  3.63074   -1.1276  -2.9070  -2.8631  -4.3441  -5.0423  -5.6503  -6.5586  -7.2229  -7.3454  -7.4610  -7.4707  -7.2109
  10.8613454307  10.8613454307   3.90384  3.63066   -1.1256  -2.9061  -2.8622  -4.3437  -5.0421  -5.6504  -6.5590  -7.2236  -7.3462  -7.4619  -7.4715  -7.2117
  10.8613467007  10.8613467007   3.90397  3.63058   -1.1237  -2.9053  -2.8614  -4.3433  -5.0420  -5.6506  -6.5596  -7.2244  -7.3471  -7.4628  -7.4724  -7.2125
  10.8613479707  10.8613479707   3.90411  3.63050   -1.1217  -2.9045  -2.8606  -4.3429  -5.0419  -5.6508  -6.5601  -7.2252  -7.3479  -7.4637  -7.4734  -7.2134
  10.8613492407  10.8613492407   3.90425  3.63042   -1.1198  -2.9037  -2.8597  -4.3425  -5.0418  -5.6509  -6.5606  -7.2260  -7.3488  -7.4646  -7.4743  -7.2142
  10.8613505107  10.8613505107   3.90439  3.63034   -1.1178  -2.9029  -2.8589  -4.3422  -5.0417  -5.6511  -6.5611  -7.2268  -7.3497  -7.4655  -7.4752  -7.2151
  10.8613517806  10.8613517806   3.90453  3.63026   -1.1159  -2.9021  -2.8581  -4.3418  -5.0416  -5.6513  -6.5617  -7.2276  -7.3506  -7.4665  -7.4761  -7.2160
  10.8613530506  10.8613530506   3.90468  3.63018   -1.1139  -2.9013  -2.8573  -4.3414  -5.0415  -5.6514  -6.5622  -7.2284  -7.3515  -7.4674  -7.4771  -7.2168
  10.8613543206  10.8613543206   3.90483  3.63010   -1.1120  -2.9005  -2.8565  -4.3411  -5.0415  -5.6516  -6.5628  -7.2292  -7.3524  -7.4683  -7.4780  -7.2177
  10.8613555906  10.8613555906   3.90498  3.63001   -1.1101  -2.8997  -2.8557  -4.3407  -5.0414  -5.6518  -6.5633  -7.2301  -7.3533  -7.4693  -7.4790  -7.2186
  10.8613568605  10.8613568605   3.90514  3.62993   -1.1081  -2.8989  -2.8549  -4.3404  -5.0413  -5.6520  -6.5639  -7.2309  -7.3542  -7.4702  -7.4799  -7.2195
  10.8613581305  10.8613581305   3.90529  3.62985   -1.1062  -2.8981  -2.8541  -4.3401  -5.0413  -5.6522  -6.5645  -7.2317  -7.3551  -7.4712  -7.4809  -7.2204
  10.8613594005  10.8613594005   3.90546  3.62977   -1.1043  -2.8973  -2.8533  -4.3397  -5.0412  -5.6525  -6.5650  -7.2326  -7.3561  -7.4722  -7.4819  -7.2213
  10.8613606705  10.8613606705   3.90562  3.62969   -1.1023  -2.8965  -2.8525  -4.3394  -5.0411  -5.6527  -6.5656  -7.2335  -7.3571  -7.4732  -7.4829  -7.2222
  10.8613619404  10.8613619404   3.90579  3.62960   -1.1003  -2.8958  -2.8517  -4.3391  -5.0411  -5.6529  -6.5662  -7.2344  -7.3580  -7.4742  -7.4839  -7.2232
  10.8613632104  10.8613632104   3.90597  3.62952   -1.0984  -2.8950  -2.8509  -4.3387  -5.0411  -5.6532  -6.5669  -7.2353  -7.3590  -7.4752  -7.4850  -7.2241
  10.8613644804  10.8613644804   3.90615  3.62944   -1.0964  -2.8942  -2.8501  -4.3384  -5.0410  -5.6534  -6.5675  -7.2362  -7.3600  -7.4763  -7.4860  -7.2251
  10.8613657504  10.8613657504   3.90632  3.62935   -1.0945  -2.8934  -2.8493  -4.3381  -5.0410  -5.6537  -6.5681  -7.2371  -7.3610  -7.4773  -7.4870  -7.2261
  10.8613670203  10.8613670203   3.90650  3.62927   -1.0925  -2.8927  -2.8486  -4.3378  -5.0410  -5.6539  -6.5688  -7.2380  -7.3620  -7.4783  -7.4881  -7.2270
  10.8613682903  10.8613682903   3.90668  3.62919   -1.0906  -2.8919  -2.8478  -4.3375  -5.0409  -5.6542  -6.5694  -7.2389  -7.3630  -7.4794  -7.4891  -7.2280
  10.8613695603  10.8613695603   3.90686  3.62911   -1.0887  -2.8912  -2.8470  -4.3372  -5.0409  -5.6544  -6.5700  -7.2398  -7.3640  -7.4804  -7.4901  -7.2289
